HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457838.78715,2017-03-26.2872539,bg,1.54,15.885,15.376,0.137,2.714,0.340,V
2457839.78592,2017-03-27.2859230,bg,1.32,16.008,15.297,0.114,2.919,0.304,V
2457839.81455,2017-03-27.3145539,bh,1.50,16.172,15.202,0.090,3.184,0.261,V
2457839.81599,2017-03-27.3159887,bh,1.40,16.195,15.081,0.079,3.559,0.256,V
2457839.81743,2017-03-27.3174290,bh,1.44,16.117,15.334,0.107,2.819,0.275,V
2457843.77135,2017-03-31.2709700,bg,1.50,16.112,15.320,0.106,2.859,0.276,V
2457843.77266,2017-03-31.2722771,bg,1.61,15.949,15.389,0.131,2.681,0.321,V
2457843.77396,2017-03-31.2735752,bg,1.42,15.828,15.362,0.143,2.750,0.359,V
2457843.80908,2017-03-31.3086880,bh,1.45,16.291,15.128,0.075,3.409,0.234,V
2457843.81034,2017-03-31.3099561,bh,1.58,16.207,15.087,0.078,3.543,0.253,V
2457843.81165,2017-03-31.3112655,bh,1.45,16.159,15.243,0.094,3.067,0.264,V
2457845.81584,2017-04-02.3152569,bh,1.51,16.161,15.360,0.105,2.753,0.264,V
2457845.81715,2017-04-02.3165709,bh,1.53,16.246,15.184,0.083,3.238,0.244,V
2457845.81846,2017-04-02.3178798,bh,1.56,16.130,15.309,0.103,2.885,0.271,V
2457845.85723,2017-04-02.3566458,bg,1.44,15.893,15.132,0.109,3.396,0.338,V
2457845.85854,2017-04-02.3579575,bg,1.49,16.068,15.351,0.114,2.776,0.287,V
2457845.85985,2017-04-02.3592699,bg,1.50,16.012,15.037,0.089,3.707,0.303,V
2457846.86653,2017-04-03.3658436,bg,1.47,16.103,15.178,0.094,3.257,0.278,V
2457846.86782,2017-04-03.3671379,bg,1.42,16.079,15.222,0.100,3.125,0.285,V
2457846.86913,2017-04-03.3684517,bg,1.49,16.249,15.068,0.074,3.602,0.243,V
2457847.86401,2017-04-04.3632243,bg,1.58,15.989,15.267,0.113,2.999,0.309,V
2457848.82737,2017-04-05.3264968,bh,1.41,16.182,15.263,0.094,3.011,0.259,V
2457848.82867,2017-04-05.3277958,bh,1.44,16.133,15.221,0.095,3.129,0.271,V
2457848.82999,2017-04-05.3291201,bh,1.44,16.013,15.218,0.106,3.140,0.302,V
2457848.83941,2017-04-05.3385370,bg,1.55,16.042,15.196,0.101,3.203,0.294,V
2457848.84071,2017-04-05.3398315,bg,1.59,16.117,15.189,0.093,3.222,0.275,V
2457848.84201,2017-04-05.3411299,bg,1.54,16.075,15.283,0.106,2.957,0.285,V
2457851.75728,2017-04-08.2561275,bg,1.57,15.551,15.517,0.213,2.383,0.462,V
2457851.75855,2017-04-08.2573979,bg,1.59,15.564,>15.564,99.990,2.079,0.456,V
2457851.75983,2017-04-08.2586719,bg,1.57,15.653,14.971,0.117,3.942,0.421,V
2457851.79512,2017-04-08.2939637,bh,1.43,15.840,15.515,0.163,2.386,0.354,V
2457851.79639,2017-04-08.2952283,bh,1.50,15.896,15.387,0.137,2.686,0.336,V
2457851.79765,2017-04-08.2964918,bh,1.51,15.898,15.052,0.101,3.658,0.336,V
2457853.74430,2017-04-10.2429572,bg,1.62,15.518,15.355,0.189,2.768,0.477,V
2457853.74563,2017-04-10.2442784,bg,1.53,15.408,15.148,0.173,3.347,0.527,V
2457853.74688,2017-04-10.2455405,bg,1.60,15.586,15.175,0.150,3.265,0.448,V
2457853.77118,2017-04-10.2698266,bh,1.69,15.773,15.208,0.130,3.169,0.377,V
2457853.77244,2017-04-10.2710957,bh,1.56,15.781,15.361,0.149,2.752,0.374,V
2457853.77371,2017-04-10.2723614,bh,1.56,15.661,15.399,0.173,2.657,0.418,V
2457855.77024,2017-04-12.2687060,bh,1.59,15.770,15.445,0.163,2.546,0.378,V
2457855.77151,2017-04-12.2699751,bh,1.57,15.717,15.403,0.164,2.647,0.397,V
2457855.77277,2017-04-12.2712379,bh,1.62,15.682,15.341,0.160,2.801,0.410,V
2457855.87567,2017-04-12.3741260,bg,1.52,15.635,15.263,0.156,3.013,0.428,V
2457855.87694,2017-04-12.3753903,bg,1.54,15.656,15.248,0.151,3.054,0.420,V
2457855.87820,2017-04-12.3766537,bg,1.42,15.733,15.388,0.160,2.686,0.391,V
2457857.82106,2017-04-14.3193287,bh,1.42,15.068,>15.068,99.990,2.773,0.721,V
2457857.82233,2017-04-14.3205971,bh,1.55,15.242,14.935,0.165,4.072,0.614,V
2457857.82359,2017-04-14.3218574,bh,1.46,14.504,>14.504,99.990,3.143,1.211,V
2457858.75979,2017-04-15.2579731,bh,1.54,15.657,15.292,0.157,2.933,0.419,V
2457858.76106,2017-04-15.2592458,bh,1.47,16.016,15.675,0.161,2.060,0.301,V
2457858.76233,2017-04-15.2605081,bh,1.46,15.773,15.024,0.110,3.751,0.377,V
2457864.86618,2017-04-21.3638097,bg,1.60,16.120,15.277,0.101,2.973,0.274,V
2457864.86746,2017-04-21.3650891,bg,1.56,16.038,15.242,0.106,3.069,0.296,V
2457864.86872,2017-04-21.3663504,bg,1.51,15.896,15.237,0.120,3.085,0.337,V
2457865.91877,2017-04-22.4163019,bh,1.45,16.114,15.259,0.100,3.023,0.276,V
2457865.92003,2017-04-22.4175695,bh,1.50,16.123,15.205,0.094,3.177,0.273,V
2457865.92129,2017-04-22.4188306,bh,1.42,16.208,15.277,0.093,2.972,0.253,V
2457866.86505,2017-04-23.3625067,bg,1.51,15.929,15.210,0.113,3.162,0.327,V
2457866.86633,2017-04-23.3637825,bg,1.38,15.983,15.083,0.096,3.554,0.311,V
2457866.86763,2017-04-23.3650906,bg,1.38,16.053,15.186,0.099,3.230,0.292,V
2457867.88776,2017-04-24.3851277,bg,1.39,16.187,15.241,0.092,3.074,0.258,V
2457867.88904,2017-04-24.3864042,bg,1.43,16.255,15.246,0.087,3.059,0.242,V
2457867.89031,2017-04-24.3876765,bg,1.47,15.973,15.287,0.117,2.945,0.313,V
2457868.87180,2017-04-25.3690792,bh,1.54,16.212,15.051,0.075,3.660,0.252,V
2457868.87342,2017-04-25.3707025,bh,1.35,16.135,15.287,0.101,2.945,0.270,V
2457870.70000,2017-04-27.1971202,bg,1.42,15.975,15.189,0.106,3.223,0.313,V
2457870.70127,2017-04-27.1983981,bg,1.58,16.037,15.151,0.097,3.338,0.296,V
2457870.70254,2017-04-27.1996686,bg,1.42,16.023,15.092,0.093,3.525,0.300,V
2457870.72626,2017-04-27.2233827,bh,1.73,16.166,15.189,0.089,3.222,0.263,V
2457870.72752,2017-04-27.2246480,bh,1.71,16.183,15.443,0.111,2.551,0.259,V
2457870.72879,2017-04-27.2259136,bh,1.71,16.109,15.354,0.110,2.767,0.277,V
2457871.69964,2017-04-28.1966782,bg,1.45,16.024,15.288,0.112,2.941,0.300,V
2457871.70090,2017-04-28.1979432,bg,1.47,16.091,15.085,0.087,3.549,0.281,V
2457871.70216,2017-04-28.1992060,bg,1.46,15.967,15.409,0.131,2.634,0.315,V
2457871.88140,2017-04-28.3784245,bh,1.65,16.201,15.301,0.096,2.907,0.254,V
2457871.88266,2017-04-28.3796856,bh,1.70,16.000,15.279,0.113,2.967,0.306,V
2457871.88393,2017-04-28.3809526,bh,1.71,16.204,15.222,0.089,3.127,0.254,V
2457872.69510,2017-04-29.1920565,bg,1.40,15.991,15.309,0.117,2.885,0.309,V
2457872.69636,2017-04-29.1933200,bg,1.46,15.860,15.172,0.116,3.274,0.348,V
2457872.69764,2017-04-29.1945964,bg,1.42,15.966,15.178,0.106,3.257,0.316,V
2457873.69881,2017-04-30.1956834,bg,1.52,16.087,15.431,0.120,2.581,0.282,V
2457873.70008,2017-04-30.1969535,bg,1.52,15.936,15.497,0.147,2.427,0.324,V
2457873.70136,2017-04-30.1982307,bg,1.44,16.089,15.239,0.100,3.079,0.282,V
2457873.78502,2017-04-30.2818822,bh,1.54,16.181,15.227,0.091,3.114,0.259,V
2457873.78628,2017-04-30.2831475,bh,1.60,16.141,15.023,0.078,3.755,0.269,V
2457873.78754,2017-04-30.2844069,bh,1.58,16.053,15.388,0.119,2.683,0.291,V
2457874.88391,2017-05-01.3806863,bg,1.49,16.025,15.236,0.106,3.089,0.299,V
2457874.88517,2017-05-01.3819553,bg,1.49,15.985,15.251,0.112,3.045,0.311,V
2457874.88652,2017-05-01.3832944,bg,1.56,16.101,15.156,0.092,3.322,0.279,V
2457876.79370,2017-05-03.2903291,bg,1.50,16.155,15.463,0.116,2.505,0.265,V
2457876.79498,2017-05-03.2916011,bg,1.48,16.071,15.337,0.112,2.813,0.287,V
2457876.79625,2017-05-03.2928798,bg,1.42,16.152,15.390,0.109,2.678,0.266,V
2457877.71239,2017-05-04.2089447,bh,1.48,16.059,15.144,0.094,3.361,0.290,V
2457877.71365,2017-05-04.2102100,bh,1.41,16.220,15.119,0.080,3.438,0.250,V
2457877.71492,2017-05-04.2114723,bh,1.51,16.118,15.212,0.095,3.156,0.274,V
2457878.84365,2017-05-05.3401119,bh,1.50,16.137,15.228,0.095,3.109,0.270,V
2457878.84491,2017-05-05.3413708,bh,1.58,16.152,15.267,0.097,3.001,0.266,V
2457878.84617,2017-05-05.3426325,bh,1.46,16.056,15.295,0.109,2.925,0.291,V
2457878.86303,2017-05-05.3594990,bg,1.43,16.024,15.031,0.088,3.728,0.300,V
2457878.86431,2017-05-05.3607736,bg,1.52,16.142,15.164,0.089,3.301,0.269,V
2457878.86559,2017-05-05.3620488,bg,1.54,16.148,15.181,0.090,3.247,0.267,V
2457879.90036,2017-05-06.3967458,bg,1.47,15.944,15.166,0.107,3.293,0.322,V
2457879.90163,2017-05-06.3980196,bg,1.50,15.951,15.227,0.113,3.113,0.320,V
2457879.90292,2017-05-06.3992982,bg,1.55,16.171,15.128,0.084,3.407,0.262,V
2457880.70345,2017-05-07.1997732,bh,1.49,15.728,15.460,0.172,2.510,0.393,V
2457880.70471,2017-05-07.2010377,bh,1.58,15.920,15.544,0.155,2.325,0.329,V
2457880.70599,2017-05-07.2023114,bh,1.64,15.848,15.266,0.129,3.001,0.352,V
2457882.68693,2017-05-09.1831074,bg,1.54,15.532,15.158,0.155,3.318,0.471,V
2457882.68819,2017-05-09.1843744,bg,1.52,15.550,15.539,0.217,2.335,0.463,V
2457882.68946,2017-05-09.1856420,bg,1.51,15.595,15.168,0.148,3.287,0.444,V
2457882.91924,2017-05-09.4154086,bh,1.54,16.117,14.975,0.077,3.926,0.275,V
2457882.92051,2017-05-09.4166768,bh,1.54,16.163,15.284,0.098,2.953,0.263,V
2457882.92179,2017-05-09.4179515,bh,1.50,16.227,15.371,0.100,2.726,0.248,V
2457883.87343,2017-05-10.3695233,bh,1.54,15.011,>15.011,99.990,3.071,0.759,V
2457883.87469,2017-05-10.3707807,bh,1.62,14.737,>14.737,99.990,2.326,0.978,V
2457886.79919,2017-05-13.2950778,bh,1.55,15.787,15.148,0.122,3.348,0.372,V
2457886.80051,2017-05-13.2964008,bh,1.51,15.721,15.476,0.175,2.476,0.395,V
2457890.79103,2017-05-17.2866545,bg,1.67,15.679,15.368,0.165,2.733,0.411,V
2457890.79231,2017-05-17.2879384,bg,1.72,15.721,15.233,0.140,3.093,0.395,V
2457890.79359,2017-05-17.2892145,bg,1.69,15.837,15.104,0.112,3.486,0.355,V
2457890.79874,2017-05-17.2943666,bh,1.58,15.902,15.383,0.136,2.697,0.335,V
2457890.80002,2017-05-17.2956421,bh,1.54,15.953,15.294,0.120,2.925,0.319,V
2457893.79387,2017-05-20.2893111,bg,1.73,16.191,15.149,0.084,3.346,0.257,V
2457893.79514,2017-05-20.2905848,bg,1.75,16.024,15.206,0.103,3.174,0.299,V
2457893.79642,2017-05-20.2918629,bg,1.76,16.030,15.318,0.114,2.862,0.298,V
2457893.88799,2017-05-20.3834309,bh,1.50,16.408,15.264,0.077,3.009,0.210,V
2457893.88927,2017-05-20.3847025,bh,1.42,16.218,15.361,0.100,2.750,0.250,V
2457893.89054,2017-05-20.3859788,bh,1.44,16.381,15.147,0.070,3.350,0.216,V
2457894.71051,2017-05-21.2058981,bh,1.48,16.105,15.138,0.090,3.377,0.278,V
2457894.71178,2017-05-21.2071643,bh,1.50,16.086,15.195,0.097,3.204,0.283,V
2457894.71305,2017-05-21.2084383,bh,1.47,16.141,15.290,0.100,2.937,0.269,V
2457894.75208,2017-05-21.2474614,bg,1.41,15.871,15.164,0.114,3.297,0.344,V
2457894.75334,2017-05-21.2487312,bg,1.54,16.110,15.201,0.095,3.186,0.277,V
2457894.75461,2017-05-21.2499940,bg,1.53,16.029,15.135,0.096,3.387,0.298,V
2457895.78947,2017-05-22.2847914,bg,1.44,15.926,15.278,0.121,2.970,0.328,V
2457895.79073,2017-05-22.2860630,bg,1.38,15.968,15.252,0.114,3.041,0.315,V
2457895.79200,2017-05-22.2873260,bg,1.45,15.836,15.419,0.150,2.607,0.356,V
2457900.85278,2017-05-27.3478358,bg,1.56,16.032,15.239,0.106,3.079,0.297,V
2457901.67127,2017-05-28.1662841,bh,1.51,16.083,15.277,0.104,2.972,0.283,V
2457901.67252,2017-05-28.1675420,bh,1.51,16.211,15.256,0.091,3.029,0.252,V
2457901.70547,2017-05-28.2004806,bg,1.57,15.940,15.184,0.109,3.237,0.323,V
2457901.70673,2017-05-28.2017460,bg,1.62,16.098,15.424,0.118,2.595,0.280,V
2457901.70800,2017-05-28.2030196,bg,1.60,15.984,15.317,0.119,2.865,0.310,V
2457902.77297,2017-05-29.2679364,bg,1.49,14.307,>14.307,99.990,2.643,1.452,V
2457902.77425,2017-05-29.2692062,bg,1.37,14.474,>14.474,99.990,-0.554,1.246,V
2457902.77551,2017-05-29.2704695,bg,1.39,14.525,>14.525,99.990,1.185,1.189,V
2457903.84859,2017-05-30.3435041,bg,1.52,16.003,15.293,0.114,2.931,0.305,V
2457903.84986,2017-05-30.3447728,bg,1.63,16.026,15.280,0.110,2.964,0.299,V
2457903.85112,2017-05-30.3460362,bg,1.57,15.945,15.140,0.105,3.374,0.322,V
2457905.82218,2017-06-01.3170030,bh,1.49,16.206,15.313,0.097,2.874,0.253,V
2457905.82346,2017-06-01.3182871,bh,1.67,16.231,15.116,0.079,3.447,0.248,V
2457905.82472,2017-06-01.3195437,bh,1.61,16.083,15.012,0.082,3.792,0.284,V
2457905.87160,2017-06-01.3664260,bg,1.62,16.140,15.193,0.092,3.211,0.269,V
2457905.87288,2017-06-01.3677031,bg,1.63,16.129,15.138,0.088,3.378,0.272,V
2457905.87415,2017-06-01.3689682,bg,1.57,15.926,15.234,0.116,3.090,0.327,V
2457906.86753,2017-06-02.3623121,bg,1.71,15.983,15.239,0.111,3.080,0.311,V
2457906.86879,2017-06-02.3635761,bg,1.65,15.828,15.269,0.131,2.995,0.359,V
2457906.87005,2017-06-02.3648405,bg,1.80,15.892,15.162,0.112,3.305,0.338,V
2457906.87134,2017-06-02.3661251,bh,1.57,16.067,15.492,0.129,2.439,0.288,V
2457906.87261,2017-06-02.3673922,bh,1.60,16.112,15.221,0.097,3.130,0.276,V
2457906.87387,2017-06-02.3686552,bh,1.65,15.854,15.252,0.126,3.041,0.350,V
2457907.79216,2017-06-03.2869031,bh,1.48,15.730,15.249,0.141,3.050,0.392,V
2457907.79343,2017-06-03.2881780,bh,1.34,15.656,15.238,0.149,3.082,0.420,V
2457907.79469,2017-06-03.2894385,bh,1.43,15.785,15.140,0.121,3.372,0.373,V
2457907.83355,2017-06-03.3282956,bg,1.45,15.997,15.107,0.097,3.476,0.307,V
2457907.83481,2017-06-03.3295585,bg,1.43,15.961,15.259,0.115,3.022,0.317,V
2457907.83608,2017-06-03.3308251,bg,1.38,15.902,15.163,0.111,3.303,0.335,V
2457908.82555,2017-06-04.3202519,bg,1.36,16.016,15.336,0.117,2.816,0.302,V
2457908.82682,2017-06-04.3215248,bg,1.43,16.076,15.233,0.101,3.095,0.286,V
2457908.82809,2017-06-04.3227870,bg,1.37,16.062,15.106,0.091,3.480,0.289,V
2457909.89879,2017-06-05.3934583,bh,1.34,13.884,>13.884,99.990,-0.258,2.144,V
2457909.90005,2017-06-05.3947209,bh,1.38,99.990,99.990,99.990,99.990,99.990,V
2457910.88229,2017-06-06.3769160,bh,1.45,16.282,15.156,0.078,3.324,0.236,V
2457910.88355,2017-06-06.3781859,bh,1.44,16.208,15.330,0.098,2.830,0.253,V
2457910.88482,2017-06-06.3794489,bh,1.45,16.098,15.157,0.092,3.320,0.280,V
2457911.89389,2017-06-07.3884837,bh,1.51,16.090,15.210,0.098,3.162,0.282,V
2457911.89515,2017-06-07.3897460,bh,1.57,16.016,15.060,0.091,3.630,0.302,V
2457911.89641,2017-06-07.3910084,bh,1.69,15.889,15.394,0.139,2.668,0.339,V
2457917.73873,2017-06-13.2331505,bg,1.61,15.656,15.303,0.159,2.902,0.420,V
2457917.73999,2017-06-13.2344199,bg,1.60,15.791,15.445,0.160,2.548,0.371,V
2457917.74126,2017-06-13.2356822,bg,1.55,15.631,15.434,0.183,2.571,0.430,V
2457918.75745,2017-06-14.2518497,bh,1.63,15.067,>15.067,99.990,2.787,0.721,V
2457918.75871,2017-06-14.2531099,bh,1.60,14.889,>14.889,99.990,3.104,0.850,V
2457918.75998,2017-06-14.2543773,bh,1.73,14.472,>14.472,99.990,0.281,1.248,V
2457919.59880,2017-06-15.0931813,bg,1.68,14.904,>14.904,99.990,2.784,0.838,V
2457919.60007,2017-06-15.0944509,bg,1.75,14.401,>14.401,99.990,3.649,1.332,V
2457919.79619,2017-06-15.2905708,bh,1.81,99.990,99.990,99.990,99.990,99.990,V
2457919.79746,2017-06-15.2918385,bh,1.60,99.990,99.990,99.990,99.990,99.990,V
2457920.64044,2017-06-16.1348108,bg,1.59,99.990,99.990,99.990,99.990,99.990,V
2457920.64171,2017-06-16.1360672,bg,1.46,99.990,99.990,99.990,99.990,99.990,V
2457920.64297,2017-06-16.1373300,bg,1.56,99.990,99.990,99.990,99.990,99.990,V
2457920.81475,2017-06-16.3091138,bh,1.54,99.990,99.990,99.990,99.990,99.990,V
2457922.84889,2017-06-18.3432118,bh,1.49,99.990,99.990,99.990,99.990,99.990,V
2457923.69789,2017-06-19.1921974,bg,1.47,16.053,15.224,0.102,3.122,0.292,V
2457923.69916,2017-06-19.1934715,bg,1.38,15.944,15.238,0.114,3.082,0.322,V
2457923.70043,2017-06-19.1947343,bg,1.44,16.089,15.213,0.098,3.154,0.282,V
2457923.77734,2017-06-19.2716452,bh,1.46,16.238,15.273,0.090,2.984,0.246,V
2457923.77860,2017-06-19.2729119,bh,1.42,16.146,15.186,0.091,3.232,0.268,V
2457923.77988,2017-06-19.2741880,bh,1.48,16.341,15.255,0.081,3.032,0.224,V
2457925.70412,2017-06-21.1984011,bg,1.57,99.990,99.990,99.990,99.990,99.990,V
2457925.70665,2017-06-21.2009320,bg,1.64,99.990,99.990,99.990,99.990,99.990,V
2457926.65277,2017-06-22.1470458,bg,1.54,14.827,>14.827,99.990,1.871,0.900,V
2457926.65408,2017-06-22.1483503,bg,1.45,14.790,>14.790,99.990,3.014,0.931,V
2457926.65534,2017-06-22.1496166,bg,1.50,14.776,>14.776,99.990,0.608,0.943,V
2457926.76243,2017-06-22.2567037,bh,1.72,15.578,15.279,0.167,2.966,0.451,V
2457926.76369,2017-06-22.2579674,bh,1.68,15.472,>15.472,99.990,2.244,0.497,V
2457926.76496,2017-06-22.2592335,bh,1.74,15.034,>15.034,99.990,2.420,0.744,V
2457927.75471,2017-06-23.2489743,bh,1.49,15.250,15.183,0.206,3.243,0.610,V
2457927.75598,2017-06-23.2502388,bh,1.41,15.273,>15.273,99.990,2.944,0.597,V
2457927.75724,2017-06-23.2515030,bh,1.44,15.287,>15.287,99.990,1.851,0.589,V
2457929.69130,2017-06-25.1855484,bh,1.60,14.250,>14.250,99.990,3.084,1.532,V
2457929.69259,2017-06-25.1868348,bh,1.66,14.215,>14.215,99.990,1.640,1.582,V
2457929.69386,2017-06-25.1881050,bh,1.64,14.013,>14.013,99.990,4.835,1.907,V
2457929.71064,2017-06-25.2048848,bg,1.70,99.990,99.990,99.990,99.990,99.990,V
2457929.71192,2017-06-25.2061673,bg,1.57,13.985,>13.985,99.990,-2.640,1.955,V
2457929.71318,2017-06-25.2074305,bg,1.74,14.373,>14.373,99.990,3.240,1.367,V
2457932.69180,2017-06-28.1860436,bg,2.48,15.878,14.989,0.097,3.876,0.343,V
2457932.69433,2017-06-28.1885768,bg,2.49,16.102,14.990,0.079,3.872,0.279,V
2457933.73761,2017-06-29.2318489,bg,1.47,16.068,15.374,0.116,2.720,0.287,V
2457933.73887,2017-06-29.2331082,bg,1.62,16.275,15.043,0.071,3.686,0.238,V
2457933.74014,2017-06-29.2343848,bg,1.62,16.156,15.164,0.088,3.298,0.265,V
2457933.75301,2017-06-29.2472554,bh,1.61,16.228,15.186,0.084,3.232,0.248,V
2457933.75429,2017-06-29.2485348,bh,1.45,16.168,15.115,0.083,3.453,0.262,V
2457933.75556,2017-06-29.2497967,bh,1.58,16.117,15.282,0.102,2.959,0.275,V
2457935.70046,2017-07-01.1947146,bg,1.64,16.228,15.176,0.083,3.263,0.248,V
2457935.70173,2017-07-01.1959773,bg,1.51,16.068,15.049,0.086,3.668,0.288,V
2457935.70301,2017-07-01.1972559,bg,1.54,16.060,15.261,0.105,3.016,0.289,V
2457935.77205,2017-07-01.2662927,bh,1.61,16.316,15.137,0.074,3.381,0.229,V
2457935.77333,2017-07-01.2675809,bh,1.53,16.337,15.118,0.071,3.441,0.225,V
2457935.77461,2017-07-01.2688571,bh,1.56,16.202,15.284,0.094,2.952,0.254,V
2457936.81389,2017-07-02.3081409,bg,2.31,16.061,15.285,0.107,2.950,0.289,V
2457936.81519,2017-07-02.3094366,bg,2.29,16.011,15.369,0.122,2.731,0.303,V
2457936.81646,2017-07-02.3107079,bg,2.31,16.061,15.207,0.100,3.171,0.289,V
2457939.64032,2017-07-05.1345987,bg,1.66,15.640,15.172,0.143,3.275,0.426,V
2457939.64158,2017-07-05.1358634,bg,1.60,15.608,15.216,0.153,3.146,0.439,V
2457939.64285,2017-07-05.1371258,bg,1.70,15.911,15.498,0.150,2.425,0.332,V
2457939.66751,2017-07-05.1617932,bh,1.53,15.326,>15.326,99.990,1.914,0.568,V
2457939.66878,2017-07-05.1630592,bh,1.65,15.620,>15.620,99.990,1.673,0.433,V
2457939.67005,2017-07-05.1643261,bh,1.71,15.324,>15.324,99.990,1.317,0.569,V
2457944.63070,2017-07-10.1250526,bg,1.64,15.661,15.241,0.149,3.071,0.418,V
2457944.63198,2017-07-10.1263288,bg,1.67,15.672,15.128,0.133,3.409,0.414,V
2457944.63325,2017-07-10.1276056,bg,1.56,15.679,15.301,0.155,2.906,0.411,V
2457945.68738,2017-07-11.1817547,bh,1.52,15.625,15.378,0.175,2.710,0.432,V
2457945.68864,2017-07-11.1830113,bh,1.63,15.651,15.212,0.147,3.154,0.422,V
2457945.68996,2017-07-11.1843252,bh,1.61,15.817,15.288,0.135,2.941,0.362,V
2457946.62249,2017-07-12.1168790,bg,1.71,15.758,15.082,0.118,3.554,0.382,V
2457946.62376,2017-07-12.1181458,bg,1.83,15.775,15.194,0.129,3.209,0.376,V
2457946.62502,2017-07-12.1194094,bg,1.64,15.740,15.705,0.213,2.004,0.388,V
2457947.66953,2017-07-13.1639361,bh,1.49,14.504,14.379,0.195,6.799,1.214,V
2457947.67078,2017-07-13.1651982,bh,1.40,14.734,>14.734,99.990,3.532,0.981,V
2457947.67204,2017-07-13.1664609,bh,1.47,14.577,>14.577,99.990,3.843,1.134,V
2457948.77540,2017-07-14.2698453,bh,1.45,15.761,15.097,0.119,3.511,0.381,V
2457948.77667,2017-07-14.2711123,bh,1.38,15.598,>15.598,99.990,2.104,0.442,V
2457948.77794,2017-07-14.2723787,bh,1.39,15.573,>15.573,99.990,1.599,0.453,V
2457949.63234,2017-07-15.1268042,bg,1.53,15.848,15.470,0.155,2.486,0.352,V
2457949.63360,2017-07-15.1280664,bg,1.45,15.545,15.282,0.172,2.957,0.465,V
