HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457843.65430,2017-03-31.1517841,bf,1.57,16.367,>16.367,99.990,0.005,0.218,V
2457843.65430,2017-03-31.1517844,bh,1.46,16.367,>16.367,99.990,0.392,0.218,V
2457843.65561,2017-03-31.1530899,bh,1.40,16.126,>16.126,99.990,-0.006,0.272,V
2457843.65561,2017-03-31.1530895,bf,1.60,16.008,>16.008,99.990,0.106,0.303,V
2457845.74219,2017-04-02.2396081,bf,1.73,16.203,>16.203,99.990,0.121,0.253,V
2457845.74219,2017-04-02.2396072,bh,1.47,16.227,>16.227,99.990,0.089,0.248,V
2457846.80087,2017-04-03.2982585,bh,1.43,16.210,>16.210,99.990,-0.471,0.252,V
2457846.80087,2017-04-03.2982582,bf,1.51,16.257,>16.257,99.990,0.062,0.241,V
2457846.80219,2017-04-03.2995820,bh,1.39,16.265,>16.265,99.990,0.131,0.239,V
2457846.80219,2017-04-03.2995812,bf,1.48,16.081,>16.081,99.990,-0.302,0.284,V
2457846.80351,2017-04-03.3009030,bf,1.45,16.108,>16.108,99.990,-0.365,0.276,V
2457846.80351,2017-04-03.3009031,bh,1.50,16.161,>16.161,99.990,0.285,0.263,V
2457850.79808,2017-04-07.2953561,bf,1.55,16.107,>16.107,99.990,-0.288,0.277,V
2457850.79808,2017-04-07.2953565,bh,1.51,15.936,>15.936,99.990,-0.491,0.324,V
2457850.79939,2017-04-07.2966668,bh,1.60,16.012,>16.012,99.990,0.035,0.302,V
2457850.79939,2017-04-07.2966675,bf,1.59,16.064,>16.064,99.990,-0.145,0.288,V
2457850.80070,2017-04-07.2979766,bf,1.66,16.036,>16.036,99.990,-0.440,0.295,V
2457850.80070,2017-04-07.2979773,bh,1.49,15.936,>15.936,99.990,-0.069,0.324,V
2457851.61067,2017-04-08.1079263,bf,1.66,15.636,>15.636,99.990,0.194,0.427,V
2457851.61067,2017-04-08.1079266,bh,1.47,15.893,>15.893,99.990,0.541,0.337,V
2457851.61193,2017-04-08.1091877,bh,1.52,15.902,>15.902,99.990,-0.648,0.334,V
2457851.61193,2017-04-08.1091881,bf,1.72,15.812,>15.812,99.990,-0.161,0.363,V
2457851.61319,2017-04-08.1104508,bh,1.43,15.750,>15.750,99.990,-0.799,0.385,V
2457851.61319,2017-04-08.1104494,bf,1.64,15.730,>15.730,99.990,-0.357,0.392,V
2457853.77975,2017-04-10.2769585,bh,1.60,15.676,>15.676,99.990,-0.734,0.412,V
2457853.77975,2017-04-10.2769586,bf,1.73,15.498,>15.498,99.990,-0.646,0.485,V
2457853.78102,2017-04-10.2782303,bf,1.62,15.554,>15.554,99.990,0.262,0.460,V
2457853.78102,2017-04-10.2782304,bh,1.55,15.544,>15.544,99.990,-0.212,0.465,V
2457853.78230,2017-04-10.2795053,bh,1.53,15.503,>15.503,99.990,0.136,0.483,V
2457853.78230,2017-04-10.2795053,bf,1.61,15.399,>15.399,99.990,-1.119,0.531,V
2457856.69095,2017-04-13.1880891,bh,1.51,15.705,>15.705,99.990,-0.473,0.401,V
2457856.69095,2017-04-13.1880858,bf,1.47,15.608,>15.608,99.990,-1.000,0.438,V
2457856.69221,2017-04-13.1893541,bf,1.52,15.623,>15.623,99.990,-0.287,0.432,V
2457856.69221,2017-04-13.1893541,bh,1.57,15.734,>15.734,99.990,-0.668,0.390,V
2457858.61327,2017-04-15.1103708,bh,1.62,15.747,>15.747,99.990,-0.933,0.385,V
2457858.61327,2017-04-15.1103746,bf,1.52,16.112,>16.112,99.990,0.556,0.276,V
2457858.61454,2017-04-15.1116432,bf,1.55,15.900,>15.900,99.990,-0.081,0.335,V
2457858.61454,2017-04-15.1116425,bh,1.62,16.036,>16.036,99.990,-0.053,0.295,V
2457858.61580,2017-04-15.1129076,bf,1.43,15.972,>15.972,99.990,-0.793,0.313,V
2457858.61580,2017-04-15.1129074,bh,1.60,15.820,>15.820,99.990,-0.462,0.361,V
2457864.79890,2017-04-21.2958991,bh,1.51,16.065,>16.065,99.990,-0.410,0.288,V
2457864.79890,2017-04-21.2958990,bf,1.42,16.016,>16.016,99.990,-0.150,0.301,V
2457864.80016,2017-04-21.2971623,bh,1.38,15.981,>15.981,99.990,-0.248,0.311,V
2457864.80016,2017-04-21.2971622,bf,1.47,15.987,>15.987,99.990,-0.016,0.309,V
2457864.80143,2017-04-21.2984266,bh,1.42,16.025,>16.025,99.990,-0.336,0.298,V
2457864.80143,2017-04-21.2984267,bf,1.44,15.888,>15.888,99.990,-0.534,0.339,V
2457866.74072,2017-04-23.2376884,bh,1.40,16.121,>16.121,99.990,-0.051,0.273,V
2457866.74072,2017-04-23.2376892,bf,1.49,16.117,>16.117,99.990,0.143,0.274,V
2457866.74198,2017-04-23.2389541,bf,1.48,16.233,>16.233,99.990,0.007,0.246,V
2457866.74198,2017-04-23.2389545,bh,1.51,16.071,>16.071,99.990,0.045,0.286,V
2457866.74325,2017-04-23.2402290,bh,1.36,16.058,>16.058,99.990,-0.009,0.289,V
2457866.74326,2017-04-23.2402300,bf,1.54,16.217,>16.217,99.990,-0.157,0.250,V
2457869.76886,2017-04-26.2658019,bh,1.39,16.212,>16.212,99.990,0.099,0.251,V
2457869.76886,2017-04-26.2658018,bf,1.50,16.075,>16.075,99.990,-0.142,0.285,V
2457869.77015,2017-04-26.2670884,bh,1.51,16.038,>16.038,99.990,-0.208,0.295,V
2457869.77015,2017-04-26.2670878,bf,1.50,16.149,>16.149,99.990,-0.210,0.266,V
2457869.77143,2017-04-26.2683770,bh,1.48,16.010,>16.010,99.990,0.183,0.303,V
2457869.77144,2017-04-26.2683798,bf,1.55,16.034,>16.034,99.990,-0.138,0.296,V
2457870.56641,2017-04-27.0633453,bh,1.54,16.262,>16.262,99.990,-0.365,0.240,V
2457870.56641,2017-04-27.0633461,bf,1.47,16.183,>16.183,99.990,-0.084,0.258,V
2457870.56767,2017-04-27.0646032,bh,1.54,16.143,>16.143,99.990,-0.490,0.268,V
2457870.56767,2017-04-27.0646038,bf,1.45,16.337,>16.337,99.990,0.101,0.224,V
2457870.56893,2017-04-27.0658666,bf,1.50,16.180,>16.180,99.990,-0.491,0.259,V
2457870.56894,2017-04-27.0658665,bh,1.49,16.100,>16.100,99.990,-0.030,0.279,V
2457871.56623,2017-04-28.0631519,bf,1.54,16.164,>16.164,99.990,0.204,0.263,V
2457871.56623,2017-04-28.0631520,bh,1.68,16.160,>16.160,99.990,-0.066,0.264,V
2457871.56748,2017-04-28.0644103,bh,1.60,16.231,>16.231,99.990,0.112,0.247,V
2457871.56748,2017-04-28.0644101,bf,1.42,16.357,>16.357,99.990,-0.171,0.220,V
2457871.56876,2017-04-28.0656822,bh,1.65,16.059,>16.059,99.990,0.076,0.289,V
2457871.56876,2017-04-28.0656854,bf,1.49,16.215,>16.215,99.990,-0.104,0.251,V
2457872.51919,2017-04-29.0161043,bf,1.50,16.105,>16.105,99.990,-0.260,0.277,V
2457872.51919,2017-04-29.0161041,bh,2.22,16.010,>16.010,99.990,-0.394,0.303,V
2457872.52046,2017-04-29.0173758,bf,1.54,16.088,>16.088,99.990,0.137,0.282,V
2457872.52046,2017-04-29.0173756,bh,2.21,15.879,>15.879,99.990,-0.221,0.341,V
2457872.52173,2017-04-29.0186456,bh,2.22,16.130,>16.130,99.990,-0.125,0.271,V
2457872.52173,2017-04-29.0186456,bf,1.53,16.092,>16.092,99.990,-0.441,0.281,V
2457873.49169,2017-04-29.9885946,bh,2.07,15.937,>15.937,99.990,-0.282,0.324,V
2457873.49169,2017-04-29.9885949,bf,1.58,16.199,>16.199,99.990,0.078,0.254,V
2457873.49295,2017-04-29.9898611,bf,1.66,15.879,>15.879,99.990,-0.281,0.342,V
2457873.49301,2017-04-29.9899159,bh,2.09,15.984,>15.984,99.990,-0.059,0.310,V
2457873.49423,2017-04-29.9911409,bf,1.62,16.061,>16.061,99.990,-0.270,0.289,V
2457873.49423,2017-04-29.9911415,bh,2.08,16.016,>16.016,99.990,-0.115,0.301,V
2457874.79641,2017-05-01.2933151,bh,1.45,15.935,>15.935,99.990,-0.349,0.324,V
2457874.79641,2017-05-01.2933152,bf,1.48,16.265,>16.265,99.990,-0.050,0.239,V
2457874.79768,2017-05-01.2945848,bf,1.60,15.905,>15.905,99.990,-0.884,0.334,V
2457874.79768,2017-05-01.2945849,bh,1.56,16.027,>16.027,99.990,0.339,0.298,V
2457874.79894,2017-05-01.2958481,bf,1.59,16.045,>16.045,99.990,-0.348,0.293,V
2457874.79895,2017-05-01.2958488,bh,1.58,16.001,>16.001,99.990,-0.327,0.305,V
2457876.54825,2017-05-03.0451452,bh,1.53,15.922,>15.922,99.990,-0.373,0.328,V
2457876.54825,2017-05-03.0451449,bf,1.44,15.996,>15.996,99.990,0.130,0.307,V
2457876.54951,2017-05-03.0464052,bh,1.44,16.096,>16.096,99.990,-0.670,0.280,V
2457876.54951,2017-05-03.0464054,bf,1.39,15.981,>15.981,99.990,-0.406,0.311,V
2457876.55079,2017-05-03.0476817,bf,1.44,16.053,>16.053,99.990,0.219,0.291,V
2457876.55079,2017-05-03.0476811,bh,1.49,16.094,>16.094,99.990,-0.271,0.280,V
2457877.67809,2017-05-04.1749783,bh,1.51,16.142,>16.142,99.990,-0.302,0.268,V
2457877.67809,2017-05-04.1749773,bf,1.54,16.251,>16.251,99.990,-0.087,0.242,V
2457877.67935,2017-05-04.1762454,bh,1.50,15.867,>15.867,99.990,-0.509,0.345,V
2457877.67935,2017-05-04.1762464,bf,1.50,16.090,>16.090,99.990,-0.288,0.281,V
2457878.78309,2017-05-05.2799777,bh,1.56,15.760,>15.760,99.990,-0.022,0.381,V
2457878.78309,2017-05-05.2799778,bf,1.43,15.800,>15.800,99.990,-0.508,0.367,V
2457878.78435,2017-05-05.2812383,bh,1.60,15.818,>15.818,99.990,-0.371,0.361,V
2457878.78435,2017-05-05.2812383,bf,1.45,15.885,>15.885,99.990,-0.112,0.340,V
2457878.78561,2017-05-05.2825026,bh,1.60,15.830,>15.830,99.990,0.052,0.357,V
2457878.78561,2017-05-05.2825025,bf,1.50,15.988,>15.988,99.990,0.134,0.309,V
2457879.58465,2017-05-06.0815317,bh,1.54,15.778,>15.778,99.990,-1.114,0.375,V
2457879.58465,2017-05-06.0815317,bf,1.53,15.797,>15.797,99.990,-0.559,0.368,V
2457879.58591,2017-05-06.0828004,bh,1.58,15.800,>15.800,99.990,-0.158,0.367,V
2457879.58591,2017-05-06.0828013,bf,1.52,15.741,>15.741,99.990,-0.630,0.388,V
2457879.58718,2017-05-06.0840651,bh,1.74,15.794,>15.794,99.990,-0.356,0.369,V
2457879.58718,2017-05-06.0840655,bf,1.52,15.837,>15.837,99.990,-0.237,0.355,V
2457882.72806,2017-05-09.2249460,bf,1.79,99.990,99.990,99.990,99.990,99.990,V
2457882.72806,2017-05-09.2249466,bh,1.81,99.990,99.990,99.990,99.990,99.990,V
2457882.72933,2017-05-09.2262152,bh,1.53,99.990,99.990,99.990,99.990,99.990,V
2457882.72933,2017-05-09.2262149,bf,1.59,99.990,99.990,99.990,99.990,99.990,V
2457882.73060,2017-05-09.2274899,bh,1.58,99.990,99.990,99.990,99.990,99.990,V
2457882.73060,2017-05-09.2274908,bf,1.56,99.990,99.990,99.990,99.990,99.990,V
2457883.73916,2017-05-10.2360539,bf,1.42,15.339,>15.339,99.990,-0.734,0.561,V
2457883.73916,2017-05-10.2360543,bh,1.50,15.299,>15.299,99.990,0.008,0.583,V
2457883.74049,2017-05-10.2373851,bh,1.50,15.352,>15.352,99.990,-0.809,0.555,V
2457883.74049,2017-05-10.2373853,bf,1.53,15.455,>15.455,99.990,0.037,0.505,V
2457883.74175,2017-05-10.2386468,bf,1.51,15.538,>15.538,99.990,-0.851,0.467,V
2457883.74176,2017-05-10.2386471,bh,1.60,15.533,>15.533,99.990,0.018,0.470,V
2457889.75435,2017-05-16.2512712,bh,1.53,15.630,>15.630,99.990,-0.316,0.429,V
2457889.75435,2017-05-16.2512710,bf,1.59,15.925,>15.925,99.990,-0.674,0.327,V
2457889.75562,2017-05-16.2525399,bf,1.48,15.839,>15.839,99.990,-0.243,0.354,V
2457889.75562,2017-05-16.2525402,bh,1.56,15.839,>15.839,99.990,-0.736,0.354,V
2457889.75688,2017-05-16.2538037,bf,1.60,15.796,>15.796,99.990,-0.148,0.368,V
2457889.75688,2017-05-16.2538035,bh,1.47,15.824,>15.824,99.990,-0.748,0.359,V
2457890.69855,2017-05-17.1954863,bf,1.55,16.006,>16.006,99.990,0.569,0.304,V
2457890.69855,2017-05-17.1954855,bh,1.55,15.868,>15.868,99.990,0.111,0.345,V
2457890.69983,2017-05-17.1967592,bf,1.60,16.084,>16.084,99.990,-0.459,0.283,V
2457890.69983,2017-05-17.1967583,bh,1.59,16.082,>16.082,99.990,-0.407,0.283,V
2457890.70109,2017-05-17.1980256,bf,1.48,15.896,>15.896,99.990,-0.225,0.336,V
2457890.70109,2017-05-17.1980263,bh,1.60,16.006,>16.006,99.990,-0.679,0.304,V
2457893.70909,2017-05-20.2060589,bh,1.47,16.044,>16.044,99.990,0.135,0.293,V
2457893.70909,2017-05-20.2060587,bf,1.50,16.255,>16.255,99.990,0.089,0.241,V
2457893.71037,2017-05-20.2073326,bf,1.54,16.075,>16.075,99.990,-0.044,0.285,V
2457893.71037,2017-05-20.2073322,bh,1.43,15.953,>15.953,99.990,0.055,0.319,V
2457893.71163,2017-05-20.2085983,bf,1.52,16.149,>16.149,99.990,0.003,0.266,V
2457893.71163,2017-05-20.2085980,bh,1.44,16.002,>16.002,99.990,0.330,0.305,V
2457894.73502,2017-05-21.2319986,bf,1.42,16.101,>16.101,99.990,-0.079,0.278,V
2457894.73502,2017-05-21.2319978,bh,1.39,16.076,>16.076,99.990,0.254,0.285,V
2457894.73628,2017-05-21.2332593,bh,1.48,16.186,>16.186,99.990,-0.223,0.257,V
2457894.73628,2017-05-21.2332596,bf,1.44,16.123,>16.123,99.990,-0.044,0.273,V
2457894.73755,2017-05-21.2345261,bh,1.47,16.396,>16.396,99.990,0.117,0.212,V
2457894.73755,2017-05-21.2345265,bf,1.41,16.199,>16.199,99.990,0.300,0.254,V
2457895.73089,2017-05-22.2278820,bf,1.47,14.328,>14.328,99.990,-2.655,1.427,V
2457895.73089,2017-05-22.2278800,bh,1.43,14.172,>14.172,99.990,0.216,1.644,V
2457895.73216,2017-05-22.2291488,bf,1.43,15.028,>15.028,99.990,-0.536,0.748,V
2457895.73216,2017-05-22.2291491,bh,1.40,14.997,>14.997,99.990,0.364,0.769,V
2457895.73342,2017-05-22.2304164,bh,1.43,14.779,>14.779,99.990,-1.240,0.941,V
2457895.73342,2017-05-22.2304164,bf,1.55,15.055,>15.055,99.990,-0.044,0.729,V
2457899.68433,2017-05-26.1813843,bh,1.56,16.039,>16.039,99.990,-0.085,0.295,V
2457899.68433,2017-05-26.1813844,bf,1.56,16.077,>16.077,99.990,-0.023,0.284,V
2457899.68560,2017-05-26.1826469,bh,1.54,16.084,>16.084,99.990,-0.140,0.283,V
2457899.68560,2017-05-26.1826476,bf,1.51,16.013,>16.013,99.990,0.072,0.302,V
2457902.63443,2017-05-29.1315358,bf,1.54,16.248,>16.248,99.990,-0.345,0.243,V
2457902.63443,2017-05-29.1315359,bh,1.51,16.155,>16.155,99.990,-0.148,0.265,V
2457902.63572,2017-05-29.1328193,bh,1.57,16.008,>16.008,99.990,-0.404,0.303,V
2457902.63572,2017-05-29.1328192,bf,1.49,16.175,>16.175,99.990,-0.089,0.260,V
2457902.63698,2017-05-29.1340785,bh,1.48,16.118,>16.118,99.990,0.467,0.274,V
2457902.63698,2017-05-29.1340787,bf,1.53,16.170,>16.170,99.990,0.280,0.261,V
2457903.69435,2017-05-30.1914755,bh,1.44,16.108,>16.108,99.990,0.250,0.277,V
2457903.69435,2017-05-30.1914762,bf,1.62,16.053,>16.053,99.990,0.160,0.291,V
2457903.69562,2017-05-30.1927440,bh,1.46,16.110,>16.110,99.990,0.015,0.276,V
2457903.69562,2017-05-30.1927444,bf,1.58,16.020,>16.020,99.990,0.052,0.300,V
2457903.69688,2017-05-30.1940072,bh,1.48,16.125,>16.125,99.990,0.092,0.272,V
2457903.69688,2017-05-30.1940075,bf,1.73,16.228,>16.228,99.990,-0.043,0.248,V
2457905.59236,2017-06-01.0895199,bh,1.58,15.925,>15.925,99.990,0.159,0.327,V
2457905.59236,2017-06-01.0895199,bf,1.49,16.056,>16.056,99.990,-0.370,0.290,V
2457905.59361,2017-06-01.0907748,bf,1.49,16.081,>16.081,99.990,0.120,0.283,V
2457905.59361,2017-06-01.0907745,bh,1.60,15.979,>15.979,99.990,-0.376,0.312,V
2457905.59488,2017-06-01.0920407,bf,1.54,16.071,>16.071,99.990,-0.400,0.286,V
2457905.59488,2017-06-01.0920407,bh,1.68,15.994,>15.994,99.990,-0.377,0.307,V
2457908.64521,2017-06-04.1424435,bh,1.55,15.674,>15.674,99.990,-0.126,0.412,V
2457908.64521,2017-06-04.1424495,bf,1.47,15.742,>15.742,99.990,-0.086,0.388,V
2457908.64649,2017-06-04.1437193,bf,1.56,15.838,>15.838,99.990,-0.851,0.355,V
2457908.64649,2017-06-04.1437192,bh,1.51,15.785,>15.785,99.990,-0.304,0.372,V
2457908.64776,2017-06-04.1449905,bh,1.55,15.855,>15.855,99.990,-0.003,0.349,V
2457908.64776,2017-06-04.1449903,bf,1.58,15.816,>15.816,99.990,0.138,0.362,V
2457913.65241,2017-06-09.1497778,bh,1.54,15.413,>15.413,99.990,-0.887,0.525,V
2457913.65241,2017-06-09.1497780,bf,1.49,15.521,>15.521,99.990,0.300,0.475,V
2457913.65369,2017-06-09.1510504,bf,1.52,15.511,>15.511,99.990,1.060,0.479,V
2457913.65369,2017-06-09.1510504,bh,1.58,15.536,>15.536,99.990,-0.131,0.468,V
2457913.65495,2017-06-09.1523133,bf,1.56,15.456,>15.456,99.990,0.334,0.504,V
2457913.65495,2017-06-09.1523129,bh,1.50,15.500,>15.500,99.990,0.467,0.484,V
2457915.64091,2017-06-11.1383291,bf,1.55,15.660,>15.660,99.990,-0.198,0.418,V
2457915.64091,2017-06-11.1383303,bh,1.40,15.805,>15.805,99.990,0.354,0.366,V
2457915.64217,2017-06-11.1395880,bf,1.58,15.649,>15.649,99.990,-0.511,0.422,V
2457915.64217,2017-06-11.1395884,bh,1.50,15.555,>15.555,99.990,0.419,0.460,V
2457915.64344,2017-06-11.1408643,bh,1.47,15.522,>15.522,99.990,-1.485,0.474,V
2457915.64344,2017-06-11.1408640,bf,1.50,15.607,>15.607,99.990,-0.701,0.439,V
2457917.63316,2017-06-13.1306368,bh,1.50,15.654,>15.654,99.990,-0.311,0.420,V
2457917.63316,2017-06-13.1306368,bf,1.51,15.831,>15.831,99.990,0.111,0.357,V
2457917.63443,2017-06-13.1319087,bf,1.48,15.845,>15.845,99.990,-0.723,0.352,V
2457917.63443,2017-06-13.1319090,bh,1.57,15.704,>15.704,99.990,-0.070,0.401,V
2457917.63569,2017-06-13.1331701,bh,1.43,15.636,>15.636,99.990,0.448,0.427,V
2457917.63569,2017-06-13.1331704,bf,1.56,15.956,>15.956,99.990,0.177,0.318,V
2457918.53338,2017-06-14.0308853,bf,1.43,16.130,>16.130,99.990,-0.093,0.271,V
2457918.53338,2017-06-14.0308837,bh,1.62,15.920,>15.920,99.990,0.224,0.329,V
2457918.53464,2017-06-14.0321526,bf,1.50,15.947,>15.947,99.990,0.036,0.321,V
2457918.53465,2017-06-14.0321524,bh,1.58,15.941,>15.941,99.990,-0.260,0.322,V
2457918.53590,2017-06-14.0334166,bf,1.49,16.109,>16.109,99.990,-0.277,0.276,V
2457918.53590,2017-06-14.0334157,bh,1.57,15.872,>15.872,99.990,-0.673,0.344,V
2457923.50298,2017-06-19.0006571,bh,1.44,16.099,>16.099,99.990,-0.080,0.279,V
2457923.50298,2017-06-19.0006565,bf,1.49,16.226,>16.226,99.990,-0.134,0.248,V
2457923.50425,2017-06-19.0019248,bh,1.46,16.216,>16.216,99.990,-0.463,0.250,V
2457923.50425,2017-06-19.0019243,bf,1.50,16.303,>16.303,99.990,-0.573,0.231,V
2457923.50553,2017-06-19.0031973,bh,1.60,15.969,>15.969,99.990,-0.132,0.314,V
2457923.50553,2017-06-19.0031975,bf,1.52,16.091,>16.091,99.990,-0.049,0.281,V
