HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457838.89483,2017-03-26.3949843,bh,1.36,15.523,14.923,0.126,4.119,0.475,V
2457839.80132,2017-03-27.3013807,bh,1.51,15.805,14.951,0.100,4.014,0.366,V
2457839.80276,2017-03-27.3028232,bh,1.33,15.663,14.831,0.102,4.481,0.417,V
2457839.80425,2017-03-27.3043086,bh,1.35,15.807,14.936,0.099,4.068,0.365,V
2457840.80377,2017-03-28.3037341,bh,1.31,15.651,14.809,0.101,4.577,0.422,V
2457840.80751,2017-03-28.3074717,bh,1.44,15.681,14.962,0.113,3.972,0.410,V
2457840.81293,2017-03-28.3128866,bh,1.38,15.720,14.915,0.105,4.151,0.396,V
2457843.79314,2017-03-31.2928077,bh,1.36,15.663,14.762,0.096,4.777,0.417,V
2457843.79445,2017-03-31.2941188,bh,1.46,15.671,14.948,0.113,4.022,0.414,V
2457843.79572,2017-03-31.2953898,bh,1.37,15.806,14.950,0.100,4.020,0.366,V
2457845.86114,2017-04-02.3606055,bh,1.32,15.736,14.929,0.105,4.095,0.390,V
2457845.86245,2017-04-02.3619108,bh,1.51,15.666,15.036,0.123,3.711,0.416,V
2457846.88630,2017-04-03.3856635,bh,1.35,15.749,14.981,0.108,3.901,0.385,V
2457846.88762,2017-04-03.3869777,bh,1.41,15.707,14.873,0.102,4.313,0.401,V
2457846.88892,2017-04-03.3882844,bh,1.37,15.625,14.833,0.106,4.474,0.432,V
2457849.84654,2017-04-06.3456039,bh,1.39,15.651,15.023,0.123,3.759,0.422,V
2457849.84784,2017-04-06.3469054,bh,1.43,15.824,14.876,0.092,4.300,0.360,V
2457849.84918,2017-04-06.3482464,bh,1.33,15.735,14.834,0.096,4.472,0.391,V
2457852.76564,2017-04-09.2644267,bh,2.11,15.307,15.097,0.181,3.509,0.579,V
2457852.76690,2017-04-09.2656835,bh,2.10,15.182,15.181,0.219,3.248,0.649,V
2457854.75912,2017-04-11.2577098,bh,1.54,15.165,>15.165,99.990,2.549,0.659,V
2457854.76164,2017-04-11.2602365,bh,1.62,15.278,>15.278,99.990,2.783,0.594,V
2457855.76637,2017-04-12.2648635,bf,1.49,15.200,15.083,0.197,3.554,0.639,V
2457855.76765,2017-04-12.26615,bf,1.50,15.295,14.808,0.140,4.575,0.587,V
2457856.80343,2017-04-13.3018221,bh,1.46,15.358,14.866,0.140,4.340,0.552,V
2457856.80470,2017-04-13.3030922,bh,1.45,15.315,15.187,0.195,3.229,0.574,V
2457856.80596,2017-04-13.3043530,bh,1.41,15.458,15.055,0.151,3.649,0.503,V
2457857.84536,2017-04-14.3436574,bf,1.60,14.643,>14.643,99.990,2.302,1.067,V
2457857.84663,2017-04-14.3449237,bf,1.40,14.783,>14.783,99.990,3.351,0.937,V
2457864.86232,2017-04-21.3599613,bh,1.48,15.721,14.971,0.110,3.940,0.395,V
2457864.86358,2017-04-21.3612258,bh,1.42,15.697,14.839,0.100,4.451,0.404,V
2457864.86488,2017-04-21.3625197,bh,1.49,15.869,14.883,0.089,4.271,0.345,V
2457866.86119,2017-04-23.3586480,bh,1.48,15.604,15.001,0.126,3.833,0.441,V
2457866.86246,2017-04-23.3599190,bh,1.41,15.407,15.068,0.161,3.603,0.528,V
2457866.86372,2017-04-23.3611844,bh,1.42,15.381,14.946,0.147,4.030,0.541,V
2457867.89588,2017-04-24.3932468,bh,1.49,15.718,14.803,0.095,4.597,0.397,V
2457867.89715,2017-04-24.3945225,bh,1.44,15.621,14.825,0.106,4.504,0.433,V
2457869.86487,2017-04-26.3620664,bf,1.47,15.806,14.971,0.102,3.938,0.367,V
2457869.86620,2017-04-26.3633980,bf,1.52,15.772,14.848,0.094,4.415,0.379,V
2457870.72048,2017-04-27.2175967,bh,1.64,15.720,14.895,0.103,4.225,0.396,V
2457870.72176,2017-04-27.2188761,bh,1.58,15.687,14.932,0.110,4.085,0.408,V
2457871.72277,2017-04-28.2198060,bh,1.42,15.785,15.021,0.109,3.761,0.373,V
2457871.72404,2017-04-28.2210738,bh,1.52,15.602,14.943,0.120,4.043,0.441,V
2457872.71946,2017-04-29.2164052,bh,1.50,15.678,14.947,0.112,4.030,0.411,V
2457872.72074,2017-04-29.2176836,bh,1.45,15.645,14.956,0.117,3.995,0.424,V
2457872.72329,2017-04-29.2202414,bf,1.47,15.735,14.900,0.102,4.208,0.391,V
2457873.71810,2017-04-30.2149604,bh,1.37,15.660,14.894,0.108,4.229,0.418,V
2457873.71936,2017-04-30.2162290,bh,1.45,15.798,14.816,0.089,4.545,0.369,V
2457873.72192,2017-04-30.2187900,bf,1.44,15.763,14.951,0.104,4.014,0.381,V
2457873.72319,2017-04-30.2200533,bf,1.64,15.719,14.953,0.108,4.006,0.397,V
2457874.88781,2017-05-01.3845815,bh,1.41,15.628,15.047,0.129,3.674,0.430,V
2457874.88910,2017-05-01.3858656,bh,1.51,15.650,14.883,0.108,4.272,0.422,V
2457874.91169,2017-05-01.4084571,bf,1.46,15.692,14.962,0.112,3.972,0.407,V
2457874.91295,2017-05-01.4097223,bf,1.47,15.654,14.918,0.111,4.137,0.422,V
2457876.74924,2017-05-03.2458633,bf,1.52,15.884,14.694,0.074,5.083,0.344,V
2457876.77059,2017-05-03.2672010,bh,1.41,15.656,15.045,0.125,3.680,0.420,V
2457876.77185,2017-05-03.2684685,bh,1.41,15.783,14.861,0.094,4.362,0.373,V
2457876.77311,2017-05-03.2697256,bh,1.40,15.654,15.028,0.123,3.741,0.420,V
2457877.79916,2017-05-04.2956873,bf,1.49,15.732,14.800,0.094,4.614,0.393,V
2457877.80044,2017-05-04.2969763,bf,1.51,15.830,14.896,0.093,4.220,0.359,V
2457878.72106,2017-05-05.2175218,bf,1.44,15.318,14.932,0.154,4.085,0.574,V
2457878.86688,2017-05-05.3633247,bh,1.50,15.630,15.060,0.130,3.631,0.430,V
2457878.86815,2017-05-05.3646001,bh,1.43,15.717,14.970,0.110,3.943,0.397,V
2457878.86942,2017-05-05.3658649,bh,1.44,15.826,14.852,0.090,4.395,0.359,V
2457879.86142,2017-05-06.3577930,bf,1.45,15.714,14.914,0.105,4.150,0.399,V
2457879.86269,2017-05-06.3590628,bf,1.50,15.680,14.970,0.114,3.943,0.412,V
2457882.73653,2017-05-09.2326806,bh,1.43,99.990,99.990,99.990,99.990,99.990,V
2457882.74265,2017-05-09.2388012,bh,1.61,14.334,>14.334,99.990,1.482,1.417,V
2457883.69944,2017-05-10.1955159,bh,1.50,15.196,15.098,0.201,3.506,0.641,V
2457883.70070,2017-05-10.1967802,bh,1.47,15.216,15.176,0.212,3.260,0.629,V
2457893.91598,2017-05-20.4113722,bh,1.52,15.650,14.914,0.111,4.152,0.422,V
2457893.91725,2017-05-20.4126341,bh,1.37,15.574,14.868,0.115,4.335,0.453,V
2457893.91851,2017-05-20.4138986,bh,1.43,15.729,14.888,0.101,4.253,0.392,V
2457895.87301,2017-05-22.3682807,bh,1.58,15.304,>15.304,99.990,2.813,0.580,V
2457895.87427,2017-05-22.3695398,bh,1.44,15.372,15.030,0.160,3.730,0.545,V
2457895.87554,2017-05-22.3708060,bh,1.42,15.260,>15.260,99.990,2.937,0.604,V
2457901.79630,2017-05-28.2912509,bh,1.49,15.512,15.183,0.162,3.241,0.479,V
2457901.79757,2017-05-28.2925162,bh,1.49,15.635,15.063,0.130,3.620,0.428,V
2457902.72371,2017-05-29.2186128,bh,1.42,15.753,14.961,0.106,3.977,0.384,V
2457902.72497,2017-05-29.2198729,bh,1.43,15.555,15.035,0.136,3.715,0.461,V
2457902.72623,2017-05-29.2211369,bh,1.48,15.791,14.898,0.097,4.213,0.371,V
2457903.87956,2017-05-30.3744045,bh,1.58,15.750,14.956,0.106,3.994,0.385,V
2457903.88082,2017-05-30.3756702,bh,1.41,15.572,15.039,0.134,3.703,0.453,V
2457905.88241,2017-06-01.3771615,bh,1.41,15.628,14.876,0.110,4.303,0.431,V
2457905.88368,2017-06-01.3784296,bh,1.44,15.714,15.059,0.120,3.631,0.398,V
2457905.88494,2017-06-01.3796934,bh,1.42,15.617,14.861,0.109,4.361,0.435,V
2457906.85609,2017-06-02.3507988,bh,1.52,15.478,14.757,0.113,4.797,0.495,V
2457906.85735,2017-06-02.3520640,bh,1.59,15.396,15.025,0.156,3.750,0.533,V
2457906.85862,2017-06-02.3533282,bh,1.61,15.495,15.136,0.158,3.386,0.487,V
2457907.83743,2017-06-03.3321047,bh,1.50,15.051,14.940,0.198,4.055,0.733,V
2457907.83869,2017-06-03.3333650,bh,1.41,15.398,14.934,0.143,4.076,0.532,V
2457908.81152,2017-06-04.3061557,bh,1.32,15.681,14.891,0.106,4.243,0.410,V
2457908.81279,2017-06-04.3074210,bh,1.35,15.530,14.980,0.132,3.907,0.471,V
2457909.63748,2017-06-05.1320768,bf,1.41,13.536,>13.536,99.990,-0.645,2.954,V
2457924.70956,2017-06-20.2037615,bf,1.42,15.513,15.038,0.142,3.705,0.479,V
2457924.71083,2017-06-20.2050362,bf,1.40,15.459,14.970,0.140,3.943,0.503,V
2457924.73190,2017-06-20.2260934,bh,1.42,15.667,14.960,0.115,3.979,0.415,V
2457924.73316,2017-06-20.2273555,bh,1.40,15.522,15.042,0.141,3.692,0.475,V
2457926.68978,2017-06-22.1839483,bh,1.48,14.351,>14.351,99.990,3.611,1.396,V
2457926.69106,2017-06-22.1852378,bh,1.58,14.419,>14.419,99.990,3.653,1.310,V
2457929.68354,2017-06-25.1776781,bh,1.70,13.919,>13.919,99.990,-0.162,2.076,V
2457929.68480,2017-06-25.1789403,bh,1.64,99.990,99.990,99.990,99.990,99.990,V
2457929.68608,2017-06-25.1802258,bh,1.83,99.990,99.990,99.990,99.990,99.990,V
2457933.74155,2017-06-29.2356864,bh,1.50,15.836,14.962,0.098,3.974,0.356,V
2457933.74282,2017-06-29.2369601,bh,1.51,15.774,14.987,0.107,3.881,0.377,V
2457933.74408,2017-06-29.2382230,bh,1.50,15.742,14.884,0.100,4.270,0.388,V
2457935.68890,2017-07-01.1830398,bh,1.38,15.718,14.904,0.104,4.190,0.396,V
2457935.69017,2017-07-01.1843061,bh,1.52,15.889,14.739,0.076,4.880,0.339,V
2457935.69144,2017-07-01.1855733,bh,1.35,15.870,14.849,0.086,4.411,0.345,V
2457936.79931,2017-07-02.2934512,bh,2.10,15.776,14.978,0.105,3.916,0.376,V
2457936.80056,2017-07-02.2947120,bh,2.11,15.550,14.837,0.114,4.458,0.463,V
2457938.54606,2017-07-04.0402131,bf,1.64,15.468,14.933,0.134,4.082,0.499,V
2457939.64427,2017-07-05.1384385,bh,1.60,15.380,14.905,0.142,4.190,0.541,V
2457939.64553,2017-07-05.1397006,bh,1.62,15.450,14.877,0.130,4.295,0.507,V
2457939.64682,2017-07-05.1409799,bh,1.58,15.348,15.057,0.168,3.638,0.557,V
2457945.69136,2017-07-11.1856140,bh,1.49,15.319,14.760,0.131,4.786,0.572,V
2457945.69263,2017-07-11.1868834,bh,1.53,15.400,15.098,0.166,3.506,0.531,V
2457945.69390,2017-07-11.1881509,bh,1.60,15.482,14.920,0.131,4.130,0.492,V
2457947.64257,2017-07-13.1368600,bh,1.52,15.204,15.131,0.205,3.398,0.636,V
2457947.64383,2017-07-13.1381237,bh,1.47,14.964,>14.964,99.990,3.673,0.793,V
2457947.64509,2017-07-13.1393857,bh,1.50,14.782,>14.782,99.990,3.493,0.938,V
2457948.76110,2017-07-14.2554233,bh,1.50,15.356,14.951,0.151,4.014,0.553,V
2457948.76237,2017-07-14.2566929,bh,1.53,15.236,14.961,0.170,3.979,0.618,V
2457949.76431,2017-07-15.2586646,bh,2.14,15.494,15.174,0.164,3.268,0.487,V
2457949.76558,2017-07-15.2599332,bh,2.20,15.407,14.973,0.147,3.933,0.528,V
2457949.76686,2017-07-15.2612107,bh,2.19,15.528,15.144,0.154,3.360,0.472,V
2457951.63679,2017-07-17.1311946,bh,1.54,15.769,15.100,0.119,3.500,0.378,V
2457951.63806,2017-07-17.1324655,bh,1.64,15.684,14.928,0.109,4.102,0.409,V
2457952.67875,2017-07-18.1731781,bh,1.47,15.743,14.996,0.110,3.853,0.388,V
2457952.68002,2017-07-18.1744456,bh,1.35,15.750,14.904,0.101,4.190,0.385,V
2457953.70529,2017-07-19.1997557,bh,1.46,15.812,15.084,0.112,3.552,0.363,V
2457953.70656,2017-07-19.2010266,bh,1.54,15.813,14.914,0.096,4.152,0.364,V
2457953.70784,2017-07-19.2023021,bh,1.49,15.799,14.971,0.103,3.940,0.368,V
2457954.69794,2017-07-20.1924371,bh,1.75,15.685,14.853,0.102,4.394,0.409,V
2457954.69921,2017-07-20.1937032,bh,1.73,15.674,15.148,0.135,3.349,0.412,V
2457954.70047,2017-07-20.1949689,bh,1.69,15.662,14.731,0.093,4.915,0.418,V
2457957.71437,2017-07-23.2089857,bh,1.44,15.841,14.918,0.094,4.135,0.354,V
2457957.71563,2017-07-23.2102428,bh,1.36,15.676,14.688,0.088,5.113,0.412,V
2457957.71689,2017-07-23.2115067,bh,1.38,15.768,14.895,0.098,4.228,0.379,V
2457959.66545,2017-07-25.1601370,bh,1.52,15.615,14.976,0.122,3.922,0.436,V
2457959.66671,2017-07-25.1614062,bh,1.43,15.681,14.839,0.101,4.450,0.410,V
2457959.66797,2017-07-25.1626688,bh,1.51,15.768,14.796,0.090,4.630,0.379,V
2457960.62763,2017-07-26.1223537,bh,1.45,15.731,14.993,0.111,3.862,0.392,V
2457960.62890,2017-07-26.1236265,bh,1.46,15.756,14.941,0.104,4.052,0.383,V
2457960.63016,2017-07-26.1248922,bh,1.55,15.614,14.951,0.119,4.012,0.436,V
2457962.53936,2017-07-28.0341775,bh,1.68,15.433,14.921,0.137,4.125,0.515,V
2457962.54063,2017-07-28.0354405,bh,1.53,15.609,14.933,0.118,4.082,0.438,V
2457962.54189,2017-07-28.0367016,bh,1.52,15.680,14.899,0.107,4.212,0.411,V
2457963.53021,2017-07-29.0250692,bh,1.76,15.149,>15.149,99.990,3.008,0.669,V
2457963.53147,2017-07-29.0263333,bh,1.69,15.547,14.921,0.123,4.127,0.464,V
2457963.53275,2017-07-29.0276104,bh,1.65,15.140,>15.140,99.990,3.141,0.675,V
2457964.51351,2017-07-30.008425,bh,1.58,14.353,>14.353,99.990,1.522,1.392,V
2457964.51479,2017-07-30.0096975,bh,1.45,14.100,>14.100,99.990,-2.865,1.757,V
2457964.51605,2017-07-30.0109636,bh,1.50,99.990,99.990,99.990,99.990,99.990,V
2457966.63259,2017-08-01.1276019,bh,1.41,15.811,14.701,0.079,5.055,0.365,V
2457966.63385,2017-08-01.1288699,bh,1.44,15.701,14.906,0.106,4.182,0.402,V
2457966.63513,2017-08-01.1301450,bh,1.31,15.578,15.060,0.136,3.632,0.451,V
2457973.64654,2017-08-08.1419533,bh,1.57,15.183,15.134,0.210,3.391,0.648,V
2457973.64780,2017-08-08.1432219,bh,1.41,15.185,14.902,0.169,4.198,0.647,V
2457973.64909,2017-08-08.1444993,bh,1.50,15.176,>15.176,99.990,3.120,0.653,V
2457975.64357,2017-08-10.1391104,bh,1.44,15.573,14.799,0.108,4.615,0.453,V
2457975.64483,2017-08-10.1403762,bh,1.57,15.477,15.128,0.159,3.411,0.495,V
2457979.63664,2017-08-14.1324475,bh,1.45,15.722,14.913,0.104,4.157,0.395,V
2457979.63790,2017-08-14.1337129,bh,1.40,15.891,14.882,0.087,4.278,0.338,V
2457979.63918,2017-08-14.1349886,bh,1.39,15.603,14.881,0.113,4.280,0.441,V
2457981.71741,2017-08-16.2133563,bh,1.41,15.380,15.167,0.180,3.290,0.541,V
2457981.71867,2017-08-16.2146195,bh,1.40,15.621,15.052,0.131,3.655,0.437,V
2457981.71994,2017-08-16.2158818,bh,1.41,15.157,15.087,0.207,3.542,0.667,V
2457994.52575,2017-08-29.0227009,bh,1.55,15.778,14.920,0.100,4.132,0.375,V
2457994.52703,2017-08-29.0239802,bh,1.52,15.735,15.102,0.123,3.492,0.390,V
2457994.52831,2017-08-29.0252649,bh,1.61,15.568,14.952,0.125,4.009,0.455,V
2458000.65128,2017-09-04.1487645,bh,1.77,15.250,>15.250,99.990,2.491,0.610,V
2458000.65254,2017-09-04.1500291,bh,1.82,15.426,15.043,0.154,3.689,0.519,V
2458002.65318,2017-09-06.1508574,bh,1.68,14.657,>14.657,99.990,3.149,1.052,V
2458004.66709,2017-09-08.1649435,bh,1.42,15.313,14.991,0.163,3.868,0.576,V
2458004.66836,2017-09-08.1662157,bh,1.43,15.381,14.842,0.134,4.436,0.540,V
2458004.66963,2017-09-08.1674828,bh,1.29,15.250,>15.250,99.990,2.725,0.610,V
2458005.56728,2017-09-09.0652082,bh,1.46,15.604,14.951,0.120,4.012,0.440,V
2458005.56854,2017-09-09.0664815,bh,1.45,15.574,15.257,0.164,3.026,0.452,V
2458005.56982,2017-09-09.0677475,bh,1.38,15.643,15.081,0.131,3.562,0.425,V
2458010.63151,2017-09-14.1299263,bh,1.22,15.652,14.951,0.115,4.013,0.421,V
2458010.63278,2017-09-14.1311936,bh,1.44,15.724,14.972,0.110,3.936,0.394,V
2458010.63406,2017-09-14.1324710,bh,1.49,15.685,15.024,0.120,3.749,0.409,V
2458011.53583,2017-09-15.0343256,bh,2.07,15.701,14.890,0.104,4.247,0.403,V
2458011.53709,2017-09-15.0355898,bh,2.08,15.694,15.092,0.126,3.524,0.405,V
2458011.53836,2017-09-15.0368527,bh,2.06,15.648,14.870,0.107,4.324,0.423,V
2458012.64012,2017-09-16.1387270,bh,2.32,15.490,14.954,0.134,4.003,0.489,V
2458012.64139,2017-09-16.1400026,bh,2.37,15.547,15.036,0.137,3.710,0.464,V
2458012.64268,2017-09-16.1412795,bh,2.35,15.597,15.043,0.132,3.687,0.443,V
2458013.52461,2017-09-17.0232915,bh,1.82,15.619,14.977,0.122,3.917,0.434,V
2458013.52588,2017-09-17.0245641,bh,1.64,15.746,14.931,0.104,4.086,0.386,V
2458013.52714,2017-09-17.0258287,bh,1.69,15.662,15.016,0.121,3.783,0.418,V
2458016.56892,2017-09-20.0678991,bh,1.45,15.650,15.003,0.121,3.825,0.422,V
2458016.57019,2017-09-20.0691721,bh,1.46,15.644,14.945,0.115,4.038,0.424,V
2458016.57146,2017-09-20.0704407,bh,1.53,15.664,14.989,0.118,3.874,0.416,V
2458018.59592,2017-09-22.0951012,bh,1.47,15.776,15.007,0.108,3.811,0.376,V
2458018.59719,2017-09-22.0963789,bh,1.38,15.759,14.835,0.094,4.465,0.382,V
2458018.59846,2017-09-22.0976459,bh,1.41,15.597,14.923,0.118,4.119,0.443,V
2458019.56300,2017-09-23.0622827,bh,1.33,15.738,14.898,0.101,4.216,0.389,V
2458019.56428,2017-09-23.0635604,bh,1.34,15.731,15.004,0.113,3.820,0.392,V
2458019.56555,2017-09-23.0648267,bh,1.47,15.737,14.995,0.111,3.851,0.390,V
2458021.52456,2017-09-25.0240274,bf,1.46,15.723,14.810,0.095,4.570,0.395,V
2458021.52710,2017-09-25.0265672,bf,1.64,15.650,14.875,0.108,4.304,0.422,V
2458021.59843,2017-09-25.0979075,bh,1.44,15.562,14.964,0.127,3.964,0.458,V
2458028.58380,2017-10-02.0839789,bh,1.67,15.207,15.038,0.188,3.705,0.634,V
2458031.50459,2017-10-05.0050453,bf,1.38,99.990,99.990,99.990,99.990,99.990,V
2458032.49863,2017-10-05.9991826,bh,1.41,15.301,15.030,0.171,3.733,0.582,V
2458032.56448,2017-10-06.0650442,bf,1.48,15.268,14.981,0.169,3.906,0.600,V
2458035.57940,2017-10-09.0802549,bh,1.46,15.655,15.116,0.134,3.445,0.420,V
2458038.57825,2017-10-12.0793976,bh,2.14,15.507,15.197,0.165,3.199,0.481,V
2458039.55952,2017-10-13.0607626,bh,1.46,15.625,15.029,0.127,3.736,0.432,V
2458040.51831,2017-10-14.0196465,bf,2.28,15.578,14.944,0.123,4.037,0.451,V
2458040.55926,2017-10-14.0606020,bh,2.12,15.576,15.094,0.141,3.518,0.452,V
2458041.55638,2017-10-15.0578281,bh,1.43,15.633,14.886,0.110,4.259,0.428,V
2458042.54389,2017-10-16.0454254,bh,1.51,14.334,>14.334,99.990,1.427,1.418,V
2458042.54516,2017-10-16.0466998,bh,1.52,14.764,>14.764,99.990,3.090,0.955,V
2458043.52231,2017-10-17.0239423,bh,1.40,15.774,14.743,0.085,4.859,0.377,V
2458043.52484,2017-10-17.0264711,bh,1.35,15.672,15.043,0.123,3.687,0.413,V
2458163.89168,2018-02-14.3954828,bh,1.39,14.945,>14.945,99.990,2.861,0.807,V
2458165.88649,2018-02-16.3901369,bh,1.37,15.358,15.095,0.172,3.516,0.552,V
2458165.88776,2018-02-16.3914123,bh,1.42,15.311,14.791,0.136,4.647,0.577,V
2458165.88903,2018-02-16.3926883,bh,1.39,15.314,15.075,0.176,3.581,0.575,V
2458166.88588,2018-02-17.3894563,bh,1.43,15.061,15.006,0.209,3.813,0.726,V
2458166.88714,2018-02-17.3907134,bh,1.38,14.918,>14.918,99.990,2.535,0.828,V
2458166.88841,2018-02-17.3919912,bh,1.37,14.760,>14.760,99.990,3.608,0.957,V
2458170.88314,2018-02-21.3863991,bh,1.38,15.345,15.082,0.172,3.560,0.559,V
2458170.88443,2018-02-21.3876892,bh,1.35,15.622,15.039,0.128,3.700,0.433,V
2458170.88571,2018-02-21.3889659,bh,1.39,15.288,14.916,0.156,4.144,0.589,V
2458173.88497,2018-02-24.387975,bh,1.39,15.477,14.983,0.139,3.897,0.495,V
2458173.88624,2018-02-24.3892459,bh,1.38,15.569,14.761,0.104,4.784,0.455,V
2458173.88751,2018-02-24.3905233,bh,1.37,15.436,14.918,0.136,4.135,0.514,V
2458179.86846,2018-03-02.3709464,bh,1.43,14.911,14.895,0.216,4.225,0.833,V
2458179.86974,2018-03-02.3722322,bh,1.39,14.845,>14.845,99.990,3.526,0.886,V
2458179.87101,2018-03-02.3734942,bh,1.43,15.007,>15.007,99.990,2.926,0.763,V
2458181.85909,2018-03-04.3613947,bh,1.39,15.178,15.037,0.193,3.707,0.652,V
2458181.86036,2018-03-04.3626710,bh,1.41,15.265,15.208,0.208,3.166,0.602,V
2458181.86164,2018-03-04.3639443,bh,1.32,15.168,>15.168,99.990,2.863,0.657,V
2458183.86535,2018-03-06.3674670,bf,1.46,15.374,14.887,0.140,4.259,0.544,V
2458183.86662,2018-03-06.3687456,bf,1.41,15.321,14.812,0.137,4.563,0.572,V
2458183.86790,2018-03-06.3700185,bf,1.40,15.210,15.200,0.217,3.191,0.633,V
2458191.90395,2018-03-14.4053091,bh,1.46,15.300,14.940,0.158,4.054,0.583,V
2458191.90523,2018-03-14.4065868,bh,1.39,15.376,15.235,0.193,3.089,0.543,V
2458191.90650,2018-03-14.4078631,bh,1.40,15.413,14.986,0.148,3.886,0.525,V
2458193.87231,2018-03-16.3734754,bh,1.38,15.623,15.137,0.140,3.384,0.433,V
2458193.87357,2018-03-16.3747401,bh,1.38,15.654,15.019,0.122,3.770,0.421,V
2458193.87485,2018-03-16.3760146,bh,1.45,15.669,14.781,0.097,4.694,0.415,V
2458194.89405,2018-03-17.3951207,bh,1.41,15.565,14.993,0.130,3.860,0.456,V
2458194.89533,2018-03-17.3964030,bh,1.36,15.527,15.167,0.158,3.292,0.473,V
2458194.89660,2018-03-17.3976767,bh,1.35,15.648,14.921,0.112,4.128,0.423,V
2458195.88930,2018-03-18.3902704,bh,1.39,15.590,15.328,0.173,2.836,0.446,V
2458195.89059,2018-03-18.3915560,bh,1.39,15.652,15.046,0.126,3.677,0.422,V
2458195.89187,2018-03-18.3928377,bh,1.40,15.653,14.914,0.111,4.155,0.422,V
2458196.90392,2018-03-19.4047928,bh,1.40,15.661,14.972,0.117,3.935,0.418,V
2458196.91432,2018-03-19.4151951,bh,1.38,15.215,15.122,0.201,3.431,0.630,V
2458197.88393,2018-03-20.3847128,bh,1.55,15.600,14.963,0.122,3.970,0.442,V
2458197.88521,2018-03-20.3859836,bh,1.48,15.700,15.065,0.122,3.612,0.403,V
2458197.88648,2018-03-20.3872599,bh,1.51,15.607,15.094,0.137,3.520,0.439,V
2458198.90254,2018-03-21.4032233,bh,1.95,15.621,14.943,0.118,4.045,0.434,V
2458198.91536,2018-03-21.4160396,bh,1.95,15.109,>15.109,99.990,2.927,0.694,V
2458199.81834,2018-03-22.3189255,bh,1.45,15.692,15.019,0.118,3.771,0.406,V
2458199.81963,2018-03-22.3202133,bh,1.44,15.641,14.914,0.112,4.150,0.426,V
2458199.82090,2018-03-22.3214878,bh,1.44,15.469,14.948,0.136,4.027,0.499,V
2458199.83115,2018-03-22.3317299,bf,1.43,15.658,14.939,0.113,4.058,0.419,V
2458203.80765,2018-03-26.3078429,bh,1.38,15.639,14.912,0.112,4.159,0.427,V
2458203.80898,2018-03-26.3091675,bh,1.39,15.497,14.916,0.128,4.147,0.486,V
2458203.81025,2018-03-26.3104427,bh,1.38,15.570,15.033,0.134,3.720,0.454,V
2458204.86811,2018-03-27.3681894,bh,1.42,15.739,14.918,0.103,4.137,0.389,V
2458204.86938,2018-03-27.3694668,bh,1.45,15.635,15.000,0.122,3.834,0.428,V
2458204.87066,2018-03-27.3707398,bh,1.34,15.643,14.912,0.112,4.157,0.425,V
2458204.88888,2018-03-27.3889556,bf,1.40,15.709,14.794,0.095,4.639,0.400,V
2458205.89750,2018-03-28.3974872,bh,1.36,15.737,14.951,0.106,4.013,0.390,V
2458205.91922,2018-03-28.4191974,bh,1.40,15.217,15.193,0.215,3.213,0.629,V
2458206.81829,2018-03-29.3181732,bf,1.40,15.201,15.010,0.184,3.802,0.638,V
