hjd,camera,mag,mag_err,flux,flux_err
2458356.60347,bh,14.851,0.03653,4.4,0.148
2457835.83551,bh,14.781,0.03495,4.693,0.151
2457908.62512,bh,14.877,0.03714,4.297,0.147
2457557.49085,bh,14.824,0.03591,4.511,0.149
2458200.75276,bh,14.813,0.03566,4.556,0.149
2457619.50582,bh,14.864,0.03683,4.347,0.147
2457960.65172,bh,14.84,0.03627,4.445,0.148
2457882.63859,bh,14.819,0.03579,4.534,0.149
2458192.83036,bh,14.875,0.03709,4.305,0.147
2457626.51543,bh,14.839,0.03625,4.45,0.148
2458179.78787,bh,14.782,0.03497,4.689,0.151
2457767.86867,bh,14.81,0.03559,4.569,0.15
2458311.71591,bh,14.857,0.03667,4.378,0.148
2457480.8851,bh,14.857,0.03667,4.376,0.148
2457784.8404,bh,14.806,0.0355,4.586,0.15
2457917.64724,bh,14.87,0.03697,4.326,0.147
2457610.51958,bh,14.743,0.03414,4.86,0.153
2457625.52272,bh,14.824,0.03591,4.51,0.149
2458196.81967,bh,14.841,0.03629,4.443,0.148
2458213.79492,bh,14.895,0.03758,4.225,0.146
2458197.80326,bh,14.868,0.03693,4.332,0.147
2457649.54947,bh,14.891,0.03748,4.242,0.146
2457593.71309,bh,14.813,0.03566,4.558,0.15
2458146.84889,bh,14.744,0.03416,4.855,0.153
2457935.51239,bh,14.84,0.03627,4.446,0.148
2457980.64967,bh,14.89,0.03745,4.246,0.146
2458358.60764,bh,14.858,0.03669,4.37,0.148
2458225.78652,bh,14.861,0.03676,4.36,0.147
2458194.8551,bh,14.864,0.03683,4.348,0.147
2458366.58677,bh,14.865,0.03686,4.345,0.147
2457827.72471,bh,14.754,0.03437,4.811,0.152
2458204.7562,bh,14.806,0.0355,4.587,0.15
2458170.88144,bh,14.791,0.03517,4.649,0.15
2458205.70666,bh,14.858,0.03669,4.372,0.148
2457944.51342,bh,14.841,0.03629,4.441,0.148
2457972.67101,bh,14.762,0.03454,4.779,0.152
2457545.58443,bh,14.836,0.03618,4.462,0.149
2457622.63341,bh,14.858,0.03669,4.373,0.148
2457805.86607,bh,14.827,0.03597,4.497,0.149
2457595.5728,bh,14.826,0.03595,4.504,0.149
2457848.81976,bh,14.815,0.0357,4.55,0.149
2457869.82732,bh,14.779,0.03491,4.704,0.151
2458224.8198,bh,14.998,0.04022,3.842,0.142
2457485.76044,bh,14.876,0.03712,4.301,0.147
2457902.71608,bh,14.813,0.03566,4.558,0.15
2458306.58275,bh,14.868,0.03693,4.334,0.147
2458174.80303,bh,14.766,0.03463,4.757,0.152
2458342.6674,bh,14.868,0.03693,4.331,0.147
2457630.5318,bh,14.818,0.03577,4.538,0.149
2458336.68298,bh,14.836,0.03618,4.461,0.148
2458005.58016,bh,14.832,0.03609,4.477,0.149
2457845.8062,bh,14.864,0.03683,4.35,0.147
2458333.50059,bh,14.858,0.03669,4.374,0.148
2457923.5707,bh,14.855,0.03662,4.384,0.148
2458198.80249,bh,14.817,0.03575,4.54,0.149
2458238.67343,bh,14.852,0.03655,4.397,0.148
2457807.77741,bh,14.794,0.03524,4.638,0.15
2458359.60843,bh,14.78,0.03493,4.699,0.151
2458000.47863,bh,14.874,0.03707,4.309,0.147
2458134.86445,bh,14.867,0.0369,4.337,0.147
2458227.8163,bh,14.779,0.03491,4.704,0.151
2458162.80725,bh,14.845,0.03639,4.424,0.148
2457833.87676,bh,14.766,0.03463,4.758,0.152
2458025.51391,bh,14.846,0.03641,4.42,0.148
2457839.70074,bh,14.849,0.03648,4.408,0.148
2458305.59412,bh,14.872,0.03702,4.315,0.147
2458350.57865,bh,14.822,0.03586,4.518,0.149
2458363.59744,bh,14.873,0.03705,4.311,0.147
2457792.81864,bh,14.795,0.03526,4.632,0.15
2458187.83233,bh,14.867,0.0369,4.338,0.147
2457854.86685,bh,14.693,0.03313,5.089,0.155
2458340.57971,bh,14.84,0.03627,4.446,0.148
2457567.75243,bh,14.837,0.0362,4.457,0.148
2458220.71986,bh,14.838,0.03623,4.452,0.148
2458308.75276,bh,14.753,0.03435,4.814,0.152
2458010.5683,bh,14.785,0.03504,4.677,0.151
2458338.67652,bh,14.852,0.03655,4.396,0.148
2457657.52441,bh,14.838,0.03623,4.456,0.149
2457639.49791,bh,14.818,0.03577,4.537,0.149
2457834.88585,bh,14.822,0.03586,4.518,0.149
2457469.86761,bh,14.786,0.03506,4.673,0.151
