hjd,camera,mag,mag_err,flux,flux_err
2458183.64254,be,14.525,0.0301,5.943,0.165
2457477.77084,be,14.602,0.03142,5.535,0.16
2457813.6584,be,14.603,0.03144,5.529,0.16
2457828.71146,be,14.517,0.02997,5.983,0.165
2458091.84,be,14.55,0.03051,5.808,0.163
2458224.72982,be,14.644,0.03219,5.326,0.158
2457831.65933,be,14.498,0.02967,6.09,0.166
2457752.78107,be,14.601,0.0314,5.54,0.16
2458193.76594,be,14.582,0.03106,5.637,0.161
2458220.74225,be,14.525,0.0301,5.94,0.164
2457729.82038,be,14.543,0.0304,5.844,0.163
2458225.72914,be,14.551,0.03053,5.799,0.163
2458175.51003,be,14.593,0.03126,5.581,0.16
2457526.60606,be,14.54,0.03035,5.861,0.164
2458161.68908,be,14.564,0.03075,5.73,0.162
2457832.65839,be,14.496,0.02963,6.1,0.166
2457764.63896,be,14.497,0.02965,6.098,0.166
2458187.671,be,14.499,0.02968,6.086,0.166
2457429.75109,be,14.551,0.03053,5.801,0.163
2457894.62325,be,14.552,0.03055,5.795,0.163
2457709.78294,be,14.563,0.03074,5.738,0.162
2457706.79301,be,14.65,0.0323,5.296,0.157
2458166.62941,be,14.544,0.03041,5.838,0.163
2457447.56683,be,14.503,0.02974,6.062,0.166
2457422.78897,be,14.519,0.03,5.977,0.165
2457845.76061,be,14.555,0.0306,5.779,0.163
2458200.73388,be,14.566,0.03079,5.723,0.162
2457871.5461,be,14.52,0.03002,5.968,0.165
2458196.771,be,14.532,0.03022,5.901,0.164
2458243.66181,be,14.447,0.02888,6.386,0.17
2458033.88322,be,14.443,0.02882,6.409,0.17
2457945.47024,be,14.586,0.03113,5.617,0.161
2457938.49176,be,14.501,0.02971,6.072,0.166
2457791.63497,be,14.592,0.03124,5.584,0.16
2458198.78494,be,14.569,0.03084,5.706,0.162
2457794.84288,be,14.576,0.03096,5.671,0.162
2457724.77925,be,14.612,0.0316,5.483,0.159
2458076.8032,be,14.565,0.03077,5.728,0.162
2457666.8868,be,14.57,0.03086,5.7,0.162
2457761.66638,be,14.565,0.03077,5.728,0.162
2457817.66713,be,14.553,0.03057,5.793,0.163
2458041.87592,be,14.619,0.03172,5.449,0.159
2458108.7874,be,14.55,0.03051,5.806,0.163
2458195.74186,be,14.549,0.0305,5.809,0.163
2457721.79938,be,14.536,0.03028,5.884,0.164
2458180.84595,be,14.557,0.03063,5.771,0.163
2458211.61148,be,14.482,0.02941,6.179,0.167
2457800.56514,be,14.546,0.03045,5.826,0.163
2457911.58443,be,14.631,0.03194,5.388,0.158
2457874.67855,be,14.505,0.02978,6.051,0.166
2457479.6036,be,14.573,0.03091,5.686,0.162
2457695.82245,be,14.572,0.03089,5.689,0.162
2458075.82092,be,14.566,0.03079,5.723,0.162
2458185.70957,be,14.641,0.03213,5.34,0.158
2458121.7169,be,14.517,0.02997,5.986,0.165
2458163.72274,be,14.551,0.03053,5.799,0.163
2457797.72787,be,14.508,0.02982,6.036,0.166
2457840.55859,be,14.584,0.0311,5.628,0.161
2458157.75244,be,14.496,0.02963,6.103,0.166
2457824.74887,be,14.547,0.03046,5.825,0.163
2457851.64551,be,14.521,0.03003,5.965,0.165
2458053.83969,be,14.579,0.03101,5.653,0.161
2457869.66638,be,14.512,0.02989,6.013,0.165
2457671.87749,be,14.533,0.03023,5.898,0.164
2458048.85585,be,14.52,0.03002,5.97,0.165
2458072.80813,be,14.51,0.02986,6.023,0.165
2458186.69171,be,14.579,0.03101,5.655,0.161
2458194.76519,be,14.59,0.0312,5.594,0.161
2458071.79186,be,14.565,0.03077,5.725,0.162
2458191.76766,be,14.559,0.03067,5.756,0.162
2458197.77802,be,14.596,0.03131,5.565,0.16
2458263.61396,be,14.475,0.02931,6.221,0.168
2457779.70932,be,14.541,0.03036,5.857,0.164
2458047.85925,be,14.537,0.0303,5.876,0.164
2457905.58674,be,14.51,0.02986,6.024,0.165
2457567.50309,be,14.579,0.03101,5.656,0.161
2457849.75024,be,14.537,0.0303,5.875,0.164
2457770.62566,be,14.541,0.03036,5.856,0.164
2457669.87653,be,14.567,0.0308,5.714,0.162
2457471.54716,be,14.482,0.02941,6.181,0.167
2457826.58432,be,14.477,0.02934,6.208,0.168
2457445.82696,be,14.628,0.03189,5.403,0.159
2457743.80022,be,14.502,0.02973,6.068,0.166
2458199.73853,be,14.533,0.03023,5.896,0.164
2458301.51124,be,14.544,0.03041,5.836,0.163
2458201.77078,be,14.595,0.03129,5.569,0.16
2458160.71678,be,14.592,0.03124,5.584,0.16
2457727.73577,be,14.564,0.03075,5.735,0.162
2457804.66937,be,14.485,0.02946,6.165,0.167
2458099.8032,be,14.556,0.03062,5.775,0.163
2458168.58885,be,14.505,0.02978,6.051,0.166
2458165.5987,be,14.536,0.03028,5.882,0.164
2458035.87652,be,14.587,0.03115,5.612,0.161
2458208.58657,be,14.599,0.03136,5.55,0.16
2457760.66979,be,14.546,0.03045,5.83,0.163
2457802.55574,be,14.564,0.03075,5.73,0.162
2457749.7086,be,14.531,0.0302,5.907,0.164
2458031.88627,be,14.57,0.03086,5.7,0.162
2457555.53327,be,14.514,0.02992,6.0,0.165
2457915.56262,be,14.583,0.03108,5.633,0.161
2458181.62133,be,14.52,0.03002,5.97,0.165
2457785.63658,be,14.566,0.03079,5.723,0.162
2458238.60601,be,14.487,0.02949,6.155,0.167
2457766.81932,be,14.566,0.03079,5.719,0.162
2458087.78019,be,14.523,0.03007,5.954,0.165
2458158.63905,be,14.567,0.0308,5.715,0.162
2458189.74708,be,14.554,0.03058,5.783,0.163
2457799.69849,be,14.58,0.03103,5.647,0.161
2457783.60314,be,14.603,0.03144,5.531,0.16
2457774.73458,be,14.565,0.03077,5.724,0.162
2457717.80432,be,14.562,0.03072,5.741,0.162
2457833.60778,be,14.483,0.02943,6.177,0.167
2458095.84253,be,14.545,0.03043,5.831,0.163
2458159.68672,be,14.565,0.03077,5.724,0.162
2457913.56534,be,14.575,0.03094,5.675,0.162
2458179.80565,be,14.531,0.0302,5.907,0.164
2457757.82732,be,14.572,0.03089,5.69,0.162
2458241.68349,be,14.583,0.03108,5.63,0.161
2457821.79261,be,14.547,0.03046,5.822,0.163
2458176.85373,be,14.551,0.03053,5.803,0.163
2458170.76344,be,14.498,0.02967,6.089,0.166
2457745.69578,be,14.53,0.03018,5.913,0.164
2458210.67594,be,14.633,0.03198,5.38,0.158
2457837.69564,be,14.547,0.03046,5.824,0.163
2458212.66235,be,14.636,0.03204,5.365,0.158
2458222.73514,be,14.58,0.03103,5.649,0.161
2458079.78601,be,14.504,0.02976,6.06,0.166
2457862.64783,be,14.53,0.03018,5.915,0.164
2457740.84054,be,14.583,0.03108,5.632,0.161
2457867.68309,be,14.581,0.03105,5.642,0.161
2457719.75618,be,14.594,0.03127,5.578,0.16
2458153.73256,be,14.495,0.02962,6.109,0.166
2458192.77066,be,14.547,0.03046,5.821,0.163
