hjd,camera,mag,mag_err,flux,flux_err
2458157.83272,bg,14.414,0.0284,6.581,0.172
2457774.76589,bg,14.404,0.02826,6.641,0.173
2458169.59326,bg,14.374,0.02784,6.831,0.175
2458094.81765,bg,14.406,0.02829,6.632,0.173
2457671.82511,bg,14.387,0.02802,6.747,0.174
2457777.61116,bg,14.381,0.02794,6.784,0.174
2457439.55002,bg,14.308,0.02698,7.259,0.18
2457526.5583,bg,14.448,0.0289,6.38,0.17
2458029.82764,bg,14.424,0.02854,6.523,0.171
2458085.67906,bg,14.396,0.02815,6.69,0.173
2457760.62422,bg,14.396,0.02815,6.69,0.173
2457826.60378,bg,14.368,0.02776,6.865,0.175
2458128.74518,bg,14.393,0.0281,6.711,0.174
2458238.55582,bg,14.484,0.02945,6.173,0.167
2458208.51245,bg,14.383,0.02797,6.771,0.174
2457458.64152,bg,14.314,0.02706,7.22,0.18
2458022.85294,bg,14.414,0.0284,6.579,0.172
2457720.69473,bg,14.382,0.02795,6.78,0.174
2458243.59462,bg,14.428,0.0286,6.5,0.171
2457631.90312,bg,14.408,0.02832,6.617,0.172
2458200.72144,bg,14.376,0.02787,6.818,0.175
2458167.57893,bg,14.417,0.02844,6.563,0.172
2458077.77888,bg,14.431,0.02865,6.481,0.171
2457836.69159,bg,14.38,0.02792,6.793,0.175
2458220.66657,bg,14.372,0.02782,6.838,0.175
2457698.80443,bg,14.38,0.02792,6.79,0.174
2458233.55024,bg,14.409,0.02833,6.61,0.172
2457887.56759,bg,14.391,0.02808,6.722,0.174
2458142.61172,bg,14.435,0.0287,6.452,0.17
2458228.64037,bg,14.405,0.02827,6.638,0.173
2458017.86395,bg,14.412,0.02837,6.595,0.172
2457713.73016,bg,14.395,0.02813,6.695,0.173
2458088.69955,bg,14.425,0.02856,6.513,0.171
2457800.74396,bg,14.388,0.02804,6.74,0.174
2457663.83114,bg,14.409,0.02833,6.613,0.172
2458038.8831,bg,14.416,0.02843,6.572,0.172
2458264.47358,bg,14.465,0.02915,6.279,0.168
2457855.56792,bg,14.403,0.02824,6.646,0.173
2458039.86835,bg,14.433,0.02868,6.466,0.171
2457883.57684,bg,14.371,0.0278,6.846,0.175
2458172.68989,bg,14.439,0.02876,6.433,0.17
2457742.6665,bg,14.389,0.02805,6.732,0.174
2458019.86861,bg,14.421,0.0285,6.537,0.171
2457864.55304,bg,14.391,0.02808,6.721,0.174
2457824.6564,bg,14.449,0.02891,6.373,0.17
2457818.76135,bg,14.409,0.02833,6.609,0.172
2458226.65126,bg,14.389,0.02805,6.735,0.174
2457695.81244,bg,14.376,0.02787,6.816,0.175
2458175.65312,bg,14.401,0.02822,6.663,0.173
2457423.53741,bg,14.361,0.02767,6.911,0.176
2457427.73889,bg,14.374,0.02784,6.829,0.175
2457994.9136,bg,14.449,0.02891,6.373,0.17
2458215.66676,bg,14.405,0.02827,6.636,0.173
2457650.86701,bg,14.382,0.02795,6.778,0.174
2458125.74163,bg,14.411,0.02836,6.602,0.172
2457721.74816,bg,14.335,0.02733,7.078,0.178
2458213.49653,bg,14.402,0.02823,6.656,0.173
2458145.71803,bg,14.414,0.0284,6.583,0.172
2457805.77228,bg,14.384,0.02798,6.765,0.174
2458144.61539,bg,14.432,0.02866,6.472,0.171
2458356.92032,bg,14.446,0.02887,6.39,0.17
2457421.53849,bg,14.403,0.02824,6.648,0.173
2457781.6493,bg,14.397,0.02816,6.682,0.173
2457743.71492,bg,14.37,0.02779,6.855,0.175
2457911.49376,bg,14.393,0.0281,6.707,0.173
2458052.77658,bg,14.415,0.02841,6.573,0.172
2458086.84204,bg,14.452,0.02896,6.357,0.169
2457667.82932,bg,14.41,0.02834,6.608,0.172
2457738.76218,bg,14.401,0.02822,6.659,0.173
2458368.88975,bg,14.462,0.02911,6.295,0.169
2457770.7747,bg,14.346,0.02747,7.009,0.177
2458159.71048,bg,14.435,0.0287,6.456,0.17
2457716.74037,bg,14.405,0.02827,6.638,0.173
2457762.58882,bg,14.416,0.02843,6.57,0.172
2457910.48727,bg,14.429,0.02862,6.49,0.171
2457779.65874,bg,14.382,0.02795,6.778,0.174
2457687.78103,bg,14.412,0.02837,6.594,0.172
2458041.80771,bg,14.382,0.02795,6.779,0.174
2458359.92143,bg,14.472,0.02926,6.242,0.168
2458217.67303,bg,14.409,0.02833,6.609,0.172
2458046.79224,bg,14.374,0.02784,6.83,0.175
2458097.79634,bg,14.416,0.02843,6.57,0.172
2457813.6744,bg,14.409,0.02833,6.61,0.172
2458193.73147,bg,14.417,0.02844,6.562,0.172
2458209.64754,bg,14.412,0.02837,6.593,0.172
2457771.6509,bg,14.393,0.0281,6.709,0.173
2458179.54964,bg,14.381,0.02794,6.782,0.174
2457828.67894,bg,14.367,0.02775,6.874,0.175
2457645.88481,bg,14.43,0.02863,6.485,0.171
2458162.60146,bg,14.418,0.02846,6.559,0.172
2458180.64879,bg,14.422,0.02852,6.536,0.171
2458150.75728,bg,14.36,0.02765,6.917,0.176
2458015.87105,bg,14.389,0.02805,6.735,0.174
2457833.64472,bg,14.393,0.0281,6.711,0.174
2458205.69057,bg,14.44,0.02878,6.425,0.17
2457452.63237,bg,14.275,0.02658,7.482,0.183
2458214.68315,bg,14.411,0.02836,6.602,0.172
2457796.79246,bg,14.373,0.02783,6.837,0.175
2458202.71577,bg,14.403,0.02824,6.647,0.173
2458033.81886,bg,14.411,0.02836,6.597,0.172
2457634.90452,bg,14.399,0.02819,6.675,0.173
2458163.69583,bg,14.441,0.02879,6.419,0.17
2457797.55207,bg,14.431,0.02865,6.478,0.171
2457740.65917,bg,14.405,0.02827,6.633,0.173
2457854.65252,bg,14.432,0.02866,6.471,0.171
2457802.78815,bg,14.404,0.02826,6.642,0.173
2458146.75532,bg,14.475,0.02931,6.224,0.168
2458165.59149,bg,14.446,0.02887,6.391,0.17
2457724.81533,bg,14.402,0.02823,6.654,0.173
2458191.74492,bg,14.371,0.0278,6.844,0.175
2458149.77846,bg,14.402,0.02823,6.656,0.173
2458117.69021,bg,14.443,0.02882,6.408,0.17
2458053.76948,bg,14.458,0.02905,6.32,0.169
2457486.66658,bg,14.394,0.02812,6.706,0.173
2457822.73389,bg,14.397,0.02816,6.684,0.173
2458047.78897,bg,14.437,0.02873,6.44,0.17
2458216.67369,bg,14.401,0.02822,6.659,0.173
2458174.73074,bg,14.378,0.0279,6.802,0.175
2457803.77778,bg,14.322,0.02716,7.165,0.179
2458151.70468,bg,14.416,0.02843,6.57,0.172
2458075.79284,bg,14.436,0.02872,6.449,0.17
2458010.88942,bg,14.41,0.02834,6.608,0.172
2458222.66107,bg,14.392,0.02809,6.718,0.174
2458211.48659,bg,14.453,0.02897,6.348,0.169
2457746.68607,bg,14.445,0.02885,6.394,0.17
2458160.70583,bg,14.368,0.02776,6.866,0.175
2457767.67088,bg,14.35,0.02752,6.979,0.177
2458227.64265,bg,14.4,0.0282,6.67,0.173
2457657.87794,bg,14.407,0.0283,6.623,0.172
2458235.6191,bg,14.292,0.02679,7.366,0.182
2457448.72706,bg,14.361,0.02767,6.912,0.176
2457557.4567,bg,14.422,0.02852,6.535,0.171
2458241.60039,bg,14.376,0.02787,6.813,0.175
2457851.67047,bg,14.419,0.02847,6.551,0.172
2458188.57197,bg,14.405,0.02827,6.638,0.173
2457808.73784,bg,14.408,0.02832,6.618,0.172
2458134.80088,bg,14.373,0.02783,6.837,0.175
2458212.49352,bg,14.446,0.02887,6.392,0.17
2457732.7472,bg,14.388,0.02804,6.743,0.174
2457420.53914,bg,14.362,0.02768,6.903,0.176
2457999.90661,bg,14.424,0.02854,6.522,0.171
2457660.84147,bg,14.377,0.02788,6.806,0.175
2457637.88963,bg,14.428,0.0286,6.499,0.171
2457761.80172,bg,14.403,0.02824,6.647,0.173
