HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457834.72083,2017-03-22.2184268,be,1.55,16.156,15.782,0.156,1.867,0.265,V
2457834.72214,2017-03-22.2197324,be,1.60,16.369,15.860,0.138,1.737,0.218,V
2457834.78911,2017-03-22.2867015,bf,1.50,16.067,15.867,0.183,1.725,0.287,V
2457834.79041,2017-03-22.2880061,bf,1.57,16.133,15.725,0.151,1.968,0.270,V
2457834.79172,2017-03-22.2893190,bf,1.52,15.943,>15.943,99.990,1.330,0.322,V
2457835.77221,2017-03-23.2697942,bf,1.57,16.200,15.992,0.181,1.540,0.254,V
2457835.77353,2017-03-23.2711184,bf,1.52,16.420,16.136,0.170,1.348,0.208,V
2457835.77484,2017-03-23.2724285,bf,1.55,16.046,15.759,0.169,1.907,0.293,V
2457836.69990,2017-03-24.1974759,bf,1.58,99.990,99.990,99.990,99.990,99.990,V
2457836.70122,2017-03-24.1987957,bf,1.54,99.990,99.990,99.990,99.990,99.990,V
2457836.75550,2017-03-24.2530717,be,1.47,16.163,15.819,0.160,1.804,0.263,V
2457836.75680,2017-03-24.2543717,be,1.52,16.264,15.913,0.159,1.656,0.240,V
2457836.75808,2017-03-24.2556592,be,1.50,16.165,15.966,0.183,1.577,0.263,V
2457838.58264,2017-03-26.0802002,bf,1.61,16.147,15.931,0.180,1.627,0.267,V
2457838.58396,2017-03-26.0815197,bf,1.49,16.261,16.085,0.187,1.412,0.240,V
2457838.58530,2017-03-26.0828596,bf,1.64,16.151,>16.151,99.990,1.149,0.266,V
2457838.59877,2017-03-26.0963290,be,1.61,16.423,16.019,0.152,1.501,0.207,V
2457838.60011,2017-03-26.0976675,be,1.56,16.136,16.111,0.215,1.379,0.270,V
2457838.60142,2017-03-26.0989778,be,1.61,16.098,15.788,0.165,1.856,0.279,V
2457839.59544,2017-03-27.0929899,bf,1.48,99.990,99.990,99.990,99.990,99.990,V
2457839.59687,2017-03-27.0944197,bf,1.50,16.273,>16.273,99.990,1.177,0.238,V
2457839.59832,2017-03-27.0958704,bf,1.48,16.140,15.881,0.173,1.703,0.269,V
2457839.62410,2017-03-27.1216483,be,1.45,16.238,15.870,0.157,1.721,0.246,V
2457839.62553,2017-03-27.1230855,be,1.50,16.234,15.754,0.141,1.916,0.246,V
2457839.62698,2017-03-27.1245310,be,1.50,16.314,15.794,0.136,1.847,0.229,V
2457843.57342,2017-03-31.0709409,bf,1.56,99.990,99.990,99.990,99.990,99.990,V
2457843.57471,2017-03-31.0722398,bf,1.57,99.990,99.990,99.990,99.990,99.990,V
2457843.57604,2017-03-31.0735633,bf,1.60,99.990,99.990,99.990,99.990,99.990,V
2457844.76089,2017-04-01.2584130,be,1.50,16.201,15.782,0.150,1.866,0.254,V
2457844.76220,2017-04-01.2597223,be,1.44,16.262,15.747,0.137,1.929,0.240,V
2457844.76350,2017-04-01.2610224,be,1.47,16.253,15.691,0.131,2.030,0.242,V
2457845.66877,2017-04-02.1662906,be,1.58,16.183,15.935,0.175,1.621,0.258,V
2457845.67007,2017-04-02.1675907,be,1.57,16.027,16.025,0.220,1.492,0.298,V
2457845.67139,2017-04-02.1689087,be,1.60,16.046,>16.046,99.990,1.417,0.293,V
2457845.79378,2017-04-02.2912962,bf,1.63,16.083,>16.083,99.990,1.286,0.283,V
2457845.79508,2017-04-02.2926009,bf,1.69,99.990,99.990,99.990,99.990,99.990,V
2457845.79639,2017-04-02.2939111,bf,1.55,16.116,>16.116,99.990,1.286,0.275,V
2457846.76712,2017-04-03.2646306,bf,1.54,16.177,15.917,0.173,1.649,0.260,V
2457846.76843,2017-04-03.2659440,bf,1.49,99.990,99.990,99.990,99.990,99.990,V
2457846.76973,2017-04-03.2672425,bf,1.48,99.990,99.990,99.990,99.990,99.990,V
2457848.74573,2017-04-05.2432435,be,1.53,16.131,15.906,0.179,1.665,0.271,V
2457848.74704,2017-04-05.2445494,be,1.52,16.207,15.843,0.157,1.765,0.253,V
2457848.74834,2017-04-05.2458491,be,1.58,16.020,15.908,0.198,1.663,0.300,V
2457850.55450,2017-04-07.0520146,be,1.58,16.148,15.673,0.142,2.064,0.267,V
2457850.55582,2017-04-07.0533355,be,1.51,15.977,>15.977,99.990,1.522,0.312,V
2457850.55713,2017-04-07.0546458,be,1.58,15.840,15.769,0.206,1.890,0.354,V
2457850.78180,2017-04-07.2793109,bf,1.69,15.715,>15.715,99.990,1.484,0.397,V
2457850.78311,2017-04-07.2806168,bf,1.77,15.688,>15.688,99.990,1.840,0.407,V
2457850.78442,2017-04-07.2819302,bf,1.63,15.668,>15.668,99.990,1.710,0.415,V
2457852.55968,2017-04-09.0571918,bf,2.13,15.731,>15.731,99.990,1.293,0.391,V
2457852.56093,2017-04-09.0584493,bf,2.14,15.602,>15.602,99.990,0.851,0.441,V
2457852.56220,2017-04-09.0597142,bf,2.18,15.443,>15.443,99.990,1.146,0.510,V
2457852.72003,2017-04-09.2175484,be,2.31,15.383,>15.383,99.990,0.664,0.539,V
2457852.72129,2017-04-09.2188027,be,2.34,15.508,>15.508,99.990,1.444,0.481,V
2457852.72255,2017-04-09.2200643,be,2.32,15.414,>15.414,99.990,1.059,0.524,V
2457854.53481,2017-04-11.0323346,bf,1.47,15.671,>15.671,99.990,1.143,0.414,V
2457854.53609,2017-04-11.0336057,bf,1.60,15.754,>15.754,99.990,1.646,0.383,V
2457854.53737,2017-04-11.0348826,bf,1.53,15.827,15.810,0.217,1.819,0.358,V
2457855.65678,2017-04-12.1543003,be,1.54,15.837,15.618,0.180,2.171,0.355,V
2457855.65804,2017-04-12.1555682,be,1.46,15.597,>15.597,99.990,1.836,0.443,V
2457855.65931,2017-04-12.1568302,be,1.46,15.800,15.782,0.216,1.867,0.367,V
2457856.49091,2017-04-12.9884420,be,1.61,16.133,15.747,0.154,1.929,0.271,V
2457856.49218,2017-04-12.9897133,be,1.60,16.034,15.729,0.166,1.960,0.296,V
2457856.49345,2017-04-12.9909752,be,1.65,16.206,15.769,0.147,1.889,0.253,V
2457856.57646,2017-04-13.0739924,bf,1.46,16.021,>16.021,99.990,1.338,0.300,V
2457856.57773,2017-04-13.0752611,bf,1.45,15.669,>15.669,99.990,2.017,0.415,V
2457856.57901,2017-04-13.0765401,bf,1.51,15.751,15.689,0.208,2.033,0.384,V
2457862.73495,2017-04-19.2325212,bf,1.70,16.060,16.004,0.209,1.521,0.289,V
2457862.73622,2017-04-19.2337954,bf,1.54,15.903,>15.903,99.990,1.599,0.334,V
2457862.73749,2017-04-19.2350618,bf,1.52,15.867,>15.867,99.990,1.398,0.345,V
2457863.70423,2017-04-20.2018104,be,1.50,16.317,15.796,0.136,1.844,0.228,V
2457863.70550,2017-04-20.2030812,be,1.53,16.154,15.947,0.182,1.603,0.265,V
2457863.70676,2017-04-20.2043453,be,1.47,16.212,15.809,0.152,1.821,0.252,V
2457864.53201,2017-04-21.0295976,be,1.42,16.191,16.063,0.196,1.441,0.256,V
2457864.53327,2017-04-21.0308614,be,1.44,16.135,15.804,0.162,1.828,0.270,V
2457864.53455,2017-04-21.0321354,be,1.54,16.303,15.772,0.135,1.884,0.231,V
2457864.72661,2017-04-21.2242008,bf,1.58,16.151,16.052,0.201,1.456,0.266,V
2457864.72789,2017-04-21.2254796,bf,1.48,16.463,15.681,0.107,2.049,0.200,V
2457866.73225,2017-04-23.2298655,bf,1.49,16.100,16.046,0.209,1.464,0.279,V
2457866.73352,2017-04-23.2311370,bf,1.54,16.090,15.526,0.131,2.364,0.281,V
2457866.73480,2017-04-23.2324128,bf,1.52,16.002,15.724,0.170,1.969,0.305,V
2457867.59572,2017-04-24.0933471,bf,1.54,16.160,15.935,0.179,1.621,0.264,V
2457867.59702,2017-04-24.0946509,bf,1.49,16.213,15.745,0.143,1.932,0.251,V
2457867.59830,2017-04-24.0959251,bf,1.39,16.298,16.003,0.168,1.522,0.232,V
2457867.69388,2017-04-24.1915047,be,1.58,16.126,15.801,0.163,1.834,0.272,V
2457867.69515,2017-04-24.1927810,be,1.52,16.118,15.840,0.170,1.770,0.274,V
2457867.69643,2017-04-24.1940548,be,1.53,16.376,15.754,0.124,1.917,0.216,V
2457870.55417,2017-04-27.0518341,be,1.62,16.133,15.764,0.156,1.898,0.270,V
2457870.55543,2017-04-27.0530990,be,1.54,16.267,15.730,0.134,1.958,0.239,V
2457870.55670,2017-04-27.0543648,be,1.56,16.279,16.111,0.189,1.379,0.236,V
2457870.57731,2017-04-27.0749768,bf,1.51,16.224,15.928,0.167,1.631,0.249,V
2457870.57858,2017-04-27.0762443,bf,1.50,16.128,15.815,0.165,1.811,0.272,V
2457870.57984,2017-04-27.0775084,bf,1.49,16.195,15.925,0.172,1.636,0.255,V
2457872.54946,2017-04-29.0471515,bf,1.61,16.260,15.532,0.112,2.351,0.241,V
2457872.55073,2017-04-29.0484243,bf,1.47,16.213,15.712,0.139,1.991,0.251,V
2457872.55199,2017-04-29.0496922,bf,1.48,16.070,15.921,0.191,1.643,0.286,V
2457872.59950,2017-04-29.0972011,be,1.72,16.063,15.858,0.182,1.739,0.288,V
2457872.60077,2017-04-29.0984643,be,1.71,16.169,15.883,0.169,1.701,0.262,V
2457872.60203,2017-04-29.0997298,be,1.69,16.089,15.865,0.179,1.729,0.282,V
2457874.69334,2017-05-01.1910753,bf,1.54,16.094,15.703,0.153,2.009,0.280,V
2457874.69461,2017-05-01.1923395,bf,1.48,16.258,15.786,0.142,1.860,0.241,V
2457874.69587,2017-05-01.1936026,bf,1.63,16.050,15.874,0.187,1.714,0.292,V
2457875.67431,2017-05-02.1720596,be,1.41,15.439,>15.439,99.990,1.999,0.512,V
2457875.67557,2017-05-02.1733207,be,1.53,15.299,>15.299,99.990,0.985,0.582,V
2457875.67684,2017-05-02.1745862,be,1.54,15.323,>15.323,99.990,2.104,0.570,V
2457876.53968,2017-05-03.0374478,be,1.59,16.034,15.952,0.204,1.596,0.296,V
2457876.54095,2017-05-03.0387170,be,1.54,16.186,15.934,0.174,1.624,0.257,V
2457876.54221,2017-05-03.0399790,be,1.59,16.155,15.907,0.175,1.664,0.265,V
2457878.70673,2017-05-05.2045368,bf,1.47,15.418,>15.418,99.990,1.595,0.522,V
2457878.70800,2017-05-05.2058145,bf,1.53,15.391,>15.391,99.990,1.739,0.535,V
2457878.70927,2017-05-05.2070784,bf,1.58,15.502,15.497,0.219,2.426,0.483,V
2457879.63739,2017-05-06.1352148,bf,1.52,15.762,>15.762,99.990,1.895,0.380,V
2457879.63865,2017-05-06.1364751,bf,1.53,15.215,>15.215,99.990,0.846,0.630,V
2457879.63991,2017-05-06.1377407,bf,1.54,15.426,>15.426,99.990,1.695,0.518,V
2457880.54584,2017-05-07.0436865,bf,1.70,15.674,>15.674,99.990,1.008,0.412,V
2457880.54713,2017-05-07.0449679,bf,1.69,15.653,>15.653,99.990,1.863,0.421,V
2457880.54839,2017-05-07.0462366,bf,1.57,15.491,>15.491,99.990,1.435,0.488,V
2457880.59914,2017-05-07.0969858,be,2.33,15.467,>15.467,99.990,0.879,0.499,V
2457880.60041,2017-05-07.0982547,be,2.33,15.616,>15.616,99.990,1.769,0.435,V
2457880.60167,2017-05-07.0995201,be,2.34,15.492,>15.492,99.990,0.541,0.488,V
2457883.63544,2017-05-10.1333570,bf,1.57,15.500,>15.500,99.990,1.398,0.484,V
2457883.63670,2017-05-10.1346196,bf,1.57,15.549,>15.549,99.990,1.328,0.463,V
2457883.63801,2017-05-10.1359268,bf,1.57,15.511,>15.511,99.990,1.198,0.479,V
2457883.65096,2017-05-10.1488804,be,1.52,15.643,>15.643,99.990,1.558,0.425,V
2457883.65222,2017-05-10.1501417,be,1.49,15.685,>15.685,99.990,1.348,0.408,V
2457883.65349,2017-05-10.1514081,be,1.59,15.589,>15.589,99.990,0.928,0.446,V
2457887.61893,2017-05-14.1169453,bf,1.51,15.755,>15.755,99.990,1.661,0.383,V
2457887.62029,2017-05-14.1183055,bf,1.58,15.658,>15.658,99.990,1.512,0.419,V
2457887.62165,2017-05-14.1196637,bf,1.54,15.871,15.787,0.203,1.859,0.344,V
2457887.63792,2017-05-14.1359317,be,1.54,15.831,>15.831,99.990,1.771,0.357,V
2457887.63931,2017-05-14.1373180,be,1.47,15.949,>15.949,99.990,1.273,0.320,V
2457887.64072,2017-05-14.1387284,be,1.54,15.598,>15.598,99.990,1.766,0.442,V
2457889.58737,2017-05-16.0854303,be,1.49,16.228,15.760,0.143,1.907,0.248,V
2457889.58863,2017-05-16.0866927,be,1.49,16.166,15.878,0.169,1.709,0.262,V
2457889.58990,2017-05-16.0879609,be,1.51,16.180,15.794,0.154,1.846,0.259,V
2457893.59718,2017-05-20.0953493,be,1.80,16.082,15.849,0.178,1.754,0.284,V
2457893.59844,2017-05-20.0966086,be,1.73,16.075,>16.075,99.990,1.234,0.285,V
2457893.66598,2017-05-20.1641572,bf,1.62,99.990,99.990,99.990,99.990,99.990,V
2457893.66725,2017-05-20.1654258,bf,1.55,99.990,99.990,99.990,99.990,99.990,V
2457893.66851,2017-05-20.1666878,bf,1.56,99.990,99.990,99.990,99.990,99.990,V
2457894.59710,2017-05-21.0953072,bf,1.46,16.045,>16.045,99.990,1.382,0.293,V
2457894.59962,2017-05-21.0978254,bf,1.44,15.801,15.751,0.210,1.920,0.367,V
2457895.61501,2017-05-22.1132406,be,1.50,16.189,15.821,0.157,1.802,0.257,V
2457895.61627,2017-05-22.1145071,be,1.51,16.297,15.883,0.150,1.701,0.233,V
2457895.61754,2017-05-22.1157678,be,1.49,16.327,16.096,0.178,1.397,0.226,V
2457895.65785,2017-05-22.1560837,bf,1.57,16.390,15.797,0.127,1.841,0.213,V
2457895.65912,2017-05-22.1573516,bf,1.52,16.105,15.743,0.158,1.935,0.278,V
2457895.66038,2017-05-22.1586138,bf,1.53,16.155,16.042,0.198,1.470,0.265,V
2457896.55484,2017-05-23.0531008,bf,1.49,16.154,15.679,0.142,2.052,0.265,V
2457896.55610,2017-05-23.0543646,bf,1.48,15.854,>15.854,99.990,1.549,0.350,V
2457896.55737,2017-05-23.0556319,bf,1.60,15.810,15.625,0.185,2.157,0.364,V
2457899.58936,2017-05-26.0877109,be,1.57,14.929,>14.929,99.990,0.720,0.819,V
2457899.64978,2017-05-26.1481312,bf,1.57,16.087,15.857,0.178,1.742,0.282,V
2457899.65104,2017-05-26.1493969,bf,1.53,16.098,16.005,0.202,1.521,0.279,V
2457901.59922,2017-05-28.0976384,be,2.02,15.984,>15.984,99.990,1.106,0.310,V
2457901.60048,2017-05-28.0989030,be,2.01,15.952,>15.952,99.990,1.478,0.319,V
2457901.60175,2017-05-28.1001677,be,2.03,16.117,15.789,0.163,1.856,0.274,V
2457902.63694,2017-05-29.1353945,bf,1.59,16.067,15.763,0.166,1.898,0.287,V
2457902.63822,2017-05-29.1366679,bf,1.56,16.020,>16.020,99.990,1.409,0.300,V
2457902.63949,2017-05-29.1379391,bf,1.62,15.994,>15.994,99.990,1.330,0.307,V
2457903.59449,2017-05-30.0929797,be,1.58,16.245,15.777,0.143,1.876,0.244,V
2457903.59576,2017-05-30.0942465,be,1.50,16.282,15.898,0.154,1.677,0.236,V
2457903.59702,2017-05-30.0955098,be,1.43,16.182,15.582,0.127,2.243,0.259,V
2457903.63666,2017-05-30.1351468,bf,1.57,16.278,15.830,0.146,1.786,0.237,V
2457903.63792,2017-05-30.1364104,bf,1.64,16.387,15.916,0.143,1.650,0.214,V
2457903.63919,2017-05-30.1376761,bf,1.65,16.091,15.954,0.194,1.594,0.281,V
2457905.52810,2017-06-01.0266498,be,1.81,16.189,15.725,0.143,1.968,0.257,V
2457905.52936,2017-06-01.0279167,be,1.81,16.005,>16.005,99.990,1.191,0.304,V
2457905.53063,2017-06-01.0291814,be,1.85,16.065,15.880,0.186,1.706,0.288,V
2457906.62857,2017-06-02.1271596,bf,1.73,16.045,>16.045,99.990,1.275,0.293,V
2457906.62983,2017-06-02.1284221,bf,1.58,15.912,15.811,0.200,1.818,0.331,V
2457906.63110,2017-06-02.1296887,bf,1.70,15.933,>15.933,99.990,1.490,0.325,V
2457907.58388,2017-06-03.0825040,be,1.46,15.080,>15.080,99.990,-0.514,0.713,V
2457907.58515,2017-06-03.0837730,be,1.49,15.060,>15.060,99.990,1.998,0.726,V
2457909.57458,2017-06-05.0732741,be,1.42,15.426,>15.426,99.990,0.766,0.518,V
2457909.57585,2017-06-05.0745375,be,1.45,15.430,>15.430,99.990,1.352,0.516,V
2457909.57711,2017-06-05.0757994,be,1.50,14.666,>14.666,99.990,-1.198,1.043,V
2457910.57043,2017-06-06.0691601,be,1.52,15.900,>15.900,99.990,1.370,0.335,V
2457910.57170,2017-06-06.0704267,be,1.53,15.878,15.820,0.208,1.803,0.342,V
2457910.57296,2017-06-06.0716888,be,1.57,15.972,15.850,0.197,1.753,0.314,V
2457911.53080,2017-06-07.0295634,be,1.45,15.689,>15.689,99.990,1.706,0.407,V
2457911.53207,2017-06-07.0308346,be,1.43,15.853,15.681,0.188,2.050,0.350,V
2457911.53333,2017-06-07.0320989,be,1.48,16.032,15.856,0.187,1.744,0.297,V
2457913.60556,2017-06-09.1043984,bf,1.55,15.515,>15.515,99.990,0.876,0.477,V
2457913.60683,2017-06-09.1056761,bf,1.54,15.321,>15.321,99.990,1.379,0.571,V
2457913.60811,2017-06-09.1069518,bf,1.56,15.506,>15.506,99.990,0.069,0.482,V
2457914.55902,2017-06-10.0578940,be,1.47,15.877,15.854,0.215,1.748,0.342,V
2457914.56028,2017-06-10.0591589,be,1.48,15.812,15.789,0.215,1.855,0.363,V
2457914.56154,2017-06-10.0604204,be,1.49,15.710,>15.710,99.990,1.232,0.399,V
2457915.60165,2017-06-11.1005623,bf,1.47,15.701,>15.701,99.990,1.727,0.402,V
2457915.60292,2017-06-11.1018361,bf,1.51,15.645,>15.645,99.990,0.948,0.424,V
2457915.60420,2017-06-11.1031136,bf,1.51,15.713,15.491,0.179,2.440,0.398,V
2457916.55772,2017-06-12.0566747,be,1.50,15.950,15.781,0.188,1.868,0.320,V
2457916.55905,2017-06-12.0580067,be,1.50,15.878,15.684,0.184,2.043,0.342,V
2457916.56032,2017-06-12.0592707,be,1.48,15.842,>15.842,99.990,1.451,0.353,V
2457917.59013,2017-06-13.0891212,bf,1.45,15.941,>15.941,99.990,1.476,0.323,V
2457917.59140,2017-06-13.0903893,bf,1.41,15.836,>15.836,99.990,1.720,0.355,V
2457917.59266,2017-06-13.0916521,bf,1.48,15.747,15.642,0.199,2.124,0.386,V
2457918.53963,2017-06-14.0386635,be,1.48,16.060,>16.060,99.990,1.440,0.289,V
2457918.54098,2017-06-14.0400061,be,1.53,16.012,>16.012,99.990,1.398,0.302,V
2457918.54224,2017-06-14.0412671,be,1.49,16.218,15.649,0.130,2.110,0.250,V
2457919.53990,2017-06-15.0389648,bf,1.51,14.532,>14.532,99.990,2.673,1.181,V
2457919.54116,2017-06-15.0402293,bf,1.45,15.100,>15.100,99.990,-0.055,0.700,V
2457919.54243,2017-06-15.0414966,bf,1.59,14.385,>14.385,99.990,-0.208,1.352,V
2457920.54451,2017-06-16.0436125,bf,1.56,99.990,99.990,99.990,99.990,99.990,V
2457920.54577,2017-06-16.0448733,bf,1.49,99.990,99.990,99.990,99.990,99.990,V
2457920.54704,2017-06-16.0461415,bf,1.58,99.990,99.990,99.990,99.990,99.990,V
2457922.57579,2017-06-18.0749798,bf,1.51,14.738,>14.738,99.990,0.980,0.977,V
2457922.57706,2017-06-18.0762460,bf,1.58,14.980,>14.980,99.990,-0.209,0.781,V
2457922.57832,2017-06-18.0775109,bf,1.54,15.295,>15.295,99.990,1.076,0.585,V
2457923.55885,2017-06-19.0580789,bf,1.49,16.219,15.795,0.149,1.845,0.250,V
2457923.56018,2017-06-19.0594062,bf,1.35,16.162,15.750,0.150,1.923,0.263,V
2457923.56144,2017-06-19.0606704,bf,1.47,16.094,15.962,0.195,1.581,0.280,V
2457924.53212,2017-06-20.0313869,be,1.46,15.581,>15.581,99.990,0.603,0.449,V
2457924.53338,2017-06-20.0326521,be,1.53,15.268,>15.268,99.990,1.011,0.599,V
2457924.53465,2017-06-20.0339185,be,1.46,15.084,>15.084,99.990,1.383,0.710,V
2457925.52752,2017-06-21.0268255,be,1.51,15.787,>15.787,99.990,1.656,0.372,V
2457925.52879,2017-06-21.0280937,be,1.58,16.131,15.724,0.151,1.968,0.271,V
2457925.53005,2017-06-21.0293589,be,1.51,16.038,>16.038,99.990,1.345,0.295,V
2457925.56603,2017-06-21.0653371,bf,1.48,15.224,>15.224,99.990,-0.123,0.624,V
2457925.56729,2017-06-21.0665994,bf,1.63,14.065,>14.065,99.990,-0.826,1.815,V
2457925.56855,2017-06-21.0678679,bf,1.49,14.945,>14.945,99.990,1.526,0.807,V
2457926.51490,2017-06-22.0142494,bf,1.60,15.819,>15.819,99.990,1.020,0.361,V
2457926.51620,2017-06-22.0155392,bf,1.57,15.935,15.774,0.190,1.881,0.325,V
2457926.51747,2017-06-22.0168130,bf,1.61,16.095,15.890,0.182,1.690,0.280,V
2457926.54235,2017-06-22.0417033,be,1.74,14.324,>14.324,99.990,-0.838,1.431,V
