hjd,camera,mag,mag_err,flux,flux_err
2458175.74138,bh,12.263,0.02,47.704,0.878
2458215.81617,bh,12.253,0.02,48.158,0.886
2458199.75974,bh,12.277,0.02,47.094,0.867
2457808.79672,bh,12.276,0.02,47.137,0.867
2457775.83997,bh,12.267,0.02,47.546,0.875
2457830.83629,bh,12.287,0.02,46.667,0.859
2458173.81852,bh,12.266,0.02,47.606,0.876
2457840.68997,bh,12.286,0.02,46.706,0.859
2458166.76706,bh,12.257,0.02,47.989,0.883
2457465.80925,bh,12.291,0.02,46.526,0.856
2457779.82852,bh,12.24,0.02,48.762,0.897
2457557.48193,bh,12.266,0.02,47.593,0.876
2457943.5696,bh,12.271,0.02,47.373,0.872
2458230.76697,bh,12.259,0.02,47.891,0.881
2457911.76354,bh,12.262,0.02,47.773,0.879
2457914.66159,bh,12.287,0.02,46.681,0.859
2457893.62647,bh,12.255,0.02,48.092,0.885
2458160.8649,bh,12.282,0.02,46.884,0.863
2457966.5947,bh,12.268,0.02,47.498,0.874
2457478.66987,bh,12.295,0.02,46.34,0.853
2457786.81021,bh,12.271,0.02,47.384,0.872
2458220.76332,bh,12.244,0.02,48.577,0.894
2457803.81631,bh,12.307,0.02,45.824,0.843
2457481.72916,bh,12.29,0.02,46.538,0.856
2457486.64591,bh,12.259,0.02,47.912,0.882
2457958.63901,bh,12.274,0.02,47.231,0.869
2458224.85536,bh,12.287,0.02,46.688,0.859
2457939.60005,bh,12.266,0.02,47.579,0.875
2457972.6246,bh,12.265,0.02,47.648,0.877
2457631.55382,bh,12.299,0.02,46.165,0.849
2457910.74516,bh,12.247,0.02,48.435,0.891
2457767.85735,bh,12.248,0.02,48.379,0.89
2457801.87298,bh,12.311,0.02,45.673,0.84
2458170.82055,bh,12.228,0.02,49.264,0.906
2458188.8296,bh,12.265,0.02,47.654,0.877
2458300.68942,bh,12.289,0.02,46.599,0.857
2458240.78856,bh,12.267,0.02,47.552,0.875
2457626.57032,bh,12.286,0.02,46.724,0.86
2458198.76055,bh,12.276,0.02,47.17,0.868
2457799.81497,bh,12.256,0.02,48.032,0.884
2457866.76045,bh,12.255,0.02,48.083,0.885
2457804.85893,bh,12.25,0.02,48.302,0.889
2457457.71774,bh,12.37,0.02,43.241,0.796
2457844.75274,bh,12.273,0.02,47.284,0.87
2457948.54991,bh,12.341,0.02,44.429,0.817
2458201.85299,bh,12.306,0.02,45.881,0.844
2458182.75182,bh,12.242,0.02,48.657,0.895
2457862.6307,bh,12.276,0.02,47.172,0.868
2458197.77286,bh,12.271,0.02,47.353,0.871
2458238.79995,bh,12.238,0.02,48.82,0.898
2457855.76388,bh,12.274,0.02,47.259,0.87
2457763.86594,bh,12.253,0.02,48.175,0.886
2458195.83151,bh,12.28,0.02,46.99,0.865
2458229.76509,bh,12.258,0.02,47.947,0.882
2458228.82567,bh,12.257,0.02,47.993,0.883
