HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457872.85421,2017-04-29.3523421,bf,1.44,16.530,>16.530,99.990,0.147,0.187,V
2457872.85548,2017-04-29.3536034,bf,1.44,16.296,>16.296,99.990,-0.085,0.233,V
2457876.78484,2017-05-03.2826158,bf,1.52,16.586,>16.586,99.990,-0.627,0.178,V
2457876.78610,2017-05-03.2838752,bf,1.46,16.554,>16.554,99.990,-0.732,0.183,V
2457876.78738,2017-05-03.2851511,bf,1.53,16.341,>16.341,99.990,-0.442,0.223,V
2457878.98977,2017-05-05.4873501,bb,1.79,16.042,>16.042,99.990,-0.401,0.294,V
2457878.99104,2017-05-05.4886239,bb,1.75,16.287,>16.287,99.990,-0.685,0.234,V
2457879.98739,2017-05-06.4848932,bb,1.67,16.064,>16.064,99.990,-0.425,0.288,V
2457879.98868,2017-05-06.4861728,bb,1.73,15.994,>15.994,99.990,-0.781,0.307,V
2457881.11707,2017-05-07.6144670,bb,1.68,16.559,>16.559,99.990,-0.358,0.183,V
2457881.11833,2017-05-07.6157381,bb,1.64,16.494,>16.494,99.990,0.210,0.194,V
2457881.11961,2017-05-07.6170081,bb,1.68,16.508,>16.508,99.990,-0.578,0.191,V
2457882.99156,2017-05-09.4888099,bb,2.02,15.773,>15.773,99.990,-0.891,0.377,V
2457882.99284,2017-05-09.4900853,bb,2.01,15.707,>15.707,99.990,-1.086,0.400,V
2457882.99411,2017-05-09.4913517,bb,2.00,15.682,>15.682,99.990,-0.230,0.409,V
2457886.86870,2017-05-13.3656313,bf,1.60,15.774,>15.774,99.990,0.016,0.376,V
2457886.87014,2017-05-13.3670657,bf,1.44,15.918,>15.918,99.990,0.636,0.329,V
2457886.87157,2017-05-13.3684976,bf,1.48,15.818,>15.818,99.990,-1.069,0.361,V
2457892.01850,2017-05-18.5150255,bb,2.15,16.199,>16.199,99.990,-0.340,0.254,V
2457892.01977,2017-05-18.5162935,bb,2.15,16.284,>16.284,99.990,-0.335,0.235,V
2457892.02107,2017-05-18.5175895,bb,2.14,16.272,>16.272,99.990,-0.906,0.238,V
2457895.06905,2017-05-21.5653464,bb,1.63,16.570,>16.570,99.990,-0.327,0.181,V
2457895.07032,2017-05-21.5666246,bb,1.68,16.615,>16.615,99.990,-0.320,0.173,V
2457895.07159,2017-05-21.5678929,bb,1.65,16.611,>16.611,99.990,-0.127,0.174,V
2457898.97987,2017-05-25.4758946,bb,1.77,16.353,>16.353,99.990,-0.092,0.221,V
2457898.98113,2017-05-25.4771574,bb,1.70,16.516,>16.516,99.990,-0.088,0.190,V
2457898.98240,2017-05-25.4784234,bb,1.71,16.642,>16.642,99.990,-0.479,0.169,V
2457902.98919,2017-05-29.4849513,bb,1.68,15.982,>15.982,99.990,-0.580,0.311,V
2457902.99046,2017-05-29.4862241,bb,1.73,16.150,>16.150,99.990,-0.379,0.266,V
2457902.99173,2017-05-29.4874925,bb,1.62,16.173,>16.173,99.990,-0.335,0.260,V
2457905.93411,2017-06-01.4296908,bb,1.58,16.206,>16.206,99.990,-0.358,0.253,V
2457905.93538,2017-06-01.4309656,bb,1.69,16.319,>16.319,99.990,-0.023,0.228,V
2457905.93665,2017-06-01.4322309,bb,1.66,16.422,>16.422,99.990,0.110,0.207,V
2457906.95287,2017-06-02.4483920,bb,1.74,16.210,>16.210,99.990,-0.381,0.252,V
2457906.95415,2017-06-02.4496706,bb,1.76,16.233,>16.233,99.990,-0.430,0.247,V
2457906.95542,2017-06-02.4509461,bb,1.61,16.344,>16.344,99.990,-0.000,0.222,V
2457908.02121,2017-06-03.5166640,bb,1.71,16.610,>16.610,99.990,-0.092,0.174,V
2457908.02247,2017-06-03.5179343,bb,1.71,16.545,>16.545,99.990,-0.353,0.185,V
2457908.02375,2017-06-03.5192109,bb,1.74,16.500,>16.500,99.990,-0.273,0.193,V
2457911.04534,2017-06-06.5406348,bb,1.69,16.008,>16.008,99.990,-0.229,0.303,V
2457911.04668,2017-06-06.5419793,bb,1.65,16.114,>16.114,99.990,0.166,0.275,V
2457911.04792,2017-06-06.5432108,bb,1.62,16.149,>16.149,99.990,-0.320,0.266,V
2457912.05366,2017-06-07.5488962,bb,1.69,16.174,>16.174,99.990,-0.490,0.260,V
2457912.05493,2017-06-07.5501657,bb,1.63,16.097,>16.097,99.990,-0.365,0.279,V
2457912.92114,2017-06-08.4163365,ba,1.98,14.883,>14.883,99.990,-0.562,0.855,V
2457912.92241,2017-06-08.4176100,ba,1.97,14.857,>14.857,99.990,-0.390,0.875,V
2457912.92369,2017-06-08.4188832,ba,2.01,14.587,>14.587,99.990,-0.377,1.123,V
2457914.77583,2017-06-10.2709282,bf,1.57,15.509,>15.509,99.990,-1.021,0.480,V
2457914.77709,2017-06-10.2721962,bf,1.48,15.302,>15.302,99.990,0.174,0.581,V
2457914.77836,2017-06-10.2734593,bf,1.51,15.435,>15.435,99.990,-0.679,0.514,V
2457921.02901,2017-06-16.5238424,bb,1.61,16.459,>16.459,99.990,-0.393,0.200,V
2457921.03027,2017-06-16.5251053,bb,1.62,16.334,>16.334,99.990,0.116,0.225,V
2457921.03154,2017-06-16.5263731,bb,1.63,16.275,>16.275,99.990,-0.264,0.237,V
2457924.67454,2017-06-20.1692332,bf,1.39,15.746,>15.746,99.990,0.017,0.386,V
2457924.67580,2017-06-20.1705027,bf,1.44,15.887,>15.887,99.990,0.116,0.339,V
2457924.67706,2017-06-20.1717662,bf,1.35,16.033,>16.033,99.990,-0.476,0.296,V
2457926.01568,2017-06-21.5103379,bb,1.75,16.819,>16.819,99.990,-0.213,0.144,V
2457926.01695,2017-06-21.5116083,bb,1.68,16.631,>16.631,99.990,-0.012,0.171,V
2457927.98871,2017-06-23.4833125,bb,1.74,16.444,>16.444,99.990,-0.326,0.203,V
2457927.98999,2017-06-23.4845864,bb,1.68,16.618,>16.618,99.990,-0.186,0.173,V
2457927.99126,2017-06-23.4858496,bb,1.61,16.654,>16.654,99.990,-0.184,0.167,V
2457931.85692,2017-06-27.3514193,bb,2.00,16.541,>16.541,99.990,-0.078,0.186,V
2457931.85819,2017-06-27.3526848,bb,1.99,16.473,>16.473,99.990,-0.246,0.198,V
2457931.85946,2017-06-27.3539498,bb,1.99,16.457,>16.457,99.990,-0.119,0.200,V
2457932.87995,2017-06-28.3744241,bb,1.70,16.533,>16.533,99.990,-0.489,0.187,V
2457932.88209,2017-06-28.3765618,bb,2.05,16.488,>16.488,99.990,-0.012,0.195,V
2457936.92175,2017-07-02.41615,bb,2.32,16.009,>16.009,99.990,0.039,0.303,V
2457936.92302,2017-07-02.4174238,bb,2.32,16.141,>16.141,99.990,-0.065,0.268,V
2457936.92431,2017-07-02.4187206,bb,2.17,16.180,>16.180,99.990,0.104,0.259,V
2457937.82946,2017-07-03.3238506,bf,1.47,16.452,>16.452,99.990,-0.407,0.201,V
2457937.83073,2017-07-03.3251223,bf,1.49,16.395,>16.395,99.990,0.026,0.212,V
2457937.83200,2017-07-03.3263887,bf,1.59,16.532,>16.532,99.990,-0.039,0.187,V
2457938.81949,2017-07-04.3138706,bb,1.63,15.915,>15.915,99.990,-0.616,0.330,V
2457938.82074,2017-07-04.3151276,bb,1.65,16.057,>16.057,99.990,-0.207,0.290,V
2457938.82202,2017-07-04.3164049,bb,1.78,15.994,>15.994,99.990,0.094,0.307,V
2457948.64679,2017-07-14.1411226,bf,1.42,15.826,>15.826,99.990,-0.848,0.359,V
2457948.64805,2017-07-14.1423886,bf,1.45,16.039,>16.039,99.990,-0.202,0.295,V
2457948.64932,2017-07-14.1436553,bf,1.47,15.675,>15.675,99.990,-0.563,0.412,V
2457952.79217,2017-07-18.2865314,bf,1.61,16.438,>16.438,99.990,-0.402,0.204,V
2457952.79342,2017-07-18.2877909,bf,1.64,16.424,>16.424,99.990,-0.007,0.207,V
2457952.79469,2017-07-18.2890512,bf,1.54,16.601,>16.601,99.990,-0.357,0.176,V
2457955.69451,2017-07-21.1889137,bf,1.46,16.459,>16.459,99.990,0.075,0.200,V
2457955.69578,2017-07-21.1901795,bf,1.49,16.505,>16.505,99.990,-0.231,0.192,V
2457955.69704,2017-07-21.1914429,bf,1.51,16.494,>16.494,99.990,0.010,0.194,V
2457959.57861,2017-07-25.0730825,bf,1.45,16.502,>16.502,99.990,-0.483,0.192,V
2457959.57987,2017-07-25.0743543,bf,1.51,16.486,>16.486,99.990,-0.074,0.195,V
2457959.58115,2017-07-25.0756218,bf,1.48,16.619,>16.619,99.990,-0.484,0.173,V
2457960.75708,2017-07-26.2515803,bb,1.76,16.155,>16.155,99.990,-0.704,0.265,V
2457960.75834,2017-07-26.2528401,bb,1.68,16.243,>16.243,99.990,-0.345,0.244,V
2457961.97357,2017-07-27.4680978,bb,1.72,16.827,>16.827,99.990,-0.303,0.143,V
2457961.97487,2017-07-27.4694011,bb,1.72,16.632,>16.632,99.990,-0.064,0.171,V
2457961.97614,2017-07-27.4706666,bb,1.73,16.519,>16.519,99.990,-0.124,0.189,V
2457967.84911,2017-08-02.3438042,bb,1.65,16.029,>16.029,99.990,-0.841,0.297,V
2457967.85038,2017-08-02.3450832,bb,1.67,16.226,>16.226,99.990,-0.439,0.248,V
2457967.85166,2017-08-02.3463577,bb,1.70,16.087,>16.087,99.990,-0.774,0.282,V
2457973.93036,2017-08-08.4252910,bb,1.72,15.512,>15.512,99.990,-1.017,0.479,V
2457973.93162,2017-08-08.4265594,bb,1.66,15.533,>15.533,99.990,-1.176,0.470,V
2457973.93288,2017-08-08.4278244,bb,1.67,15.655,>15.655,99.990,-1.444,0.420,V
2457975.89150,2017-08-10.3865207,bb,1.66,15.974,>15.974,99.990,-0.483,0.313,V
2457975.89276,2017-08-10.3877792,bb,1.73,16.077,>16.077,99.990,-0.906,0.285,V
2457975.89402,2017-08-10.3890487,bb,1.63,16.057,>16.057,99.990,-0.336,0.290,V
2457979.93078,2017-08-14.4259894,bb,1.65,16.309,>16.309,99.990,-0.336,0.230,V
2457979.93205,2017-08-14.4272666,bb,1.66,16.354,>16.354,99.990,-0.140,0.221,V
2457979.93331,2017-08-14.4285340,bb,1.69,16.437,>16.437,99.990,-0.577,0.204,V
2457980.86176,2017-08-15.3570259,bb,1.69,16.649,>16.649,99.990,-0.331,0.168,V
2457980.86303,2017-08-15.3582905,bb,1.64,16.549,>16.549,99.990,-0.325,0.184,V
2457980.86429,2017-08-15.3595552,bb,1.66,16.521,>16.521,99.990,-0.063,0.189,V
2457984.91392,2017-08-19.4094085,bb,1.68,16.731,>16.731,99.990,-0.302,0.156,V
2457984.91520,2017-08-19.4106846,bb,1.73,16.439,>16.439,99.990,-0.261,0.204,V
2457984.91647,2017-08-19.4119627,bb,1.81,16.513,>16.513,99.990,-0.005,0.190,V
2457989.90035,2017-08-24.3961377,bb,1.70,16.489,>16.489,99.990,-0.303,0.195,V
2457989.90162,2017-08-24.3974049,bb,1.65,16.706,>16.706,99.990,-0.051,0.159,V
2457989.90288,2017-08-24.3986682,bb,1.71,16.523,>16.523,99.990,-0.370,0.189,V
2457992.86225,2017-08-27.3582396,bb,1.69,16.498,>16.498,99.990,-0.559,0.193,V
2457992.86352,2017-08-27.3595077,bb,1.72,16.382,>16.382,99.990,-0.370,0.215,V
2457992.86479,2017-08-27.3607773,bb,1.74,16.715,>16.715,99.990,-0.144,0.158,V
2458000.82358,2017-09-04.3201395,bb,2.00,15.772,>15.772,99.990,-0.977,0.377,V
2458000.82484,2017-09-04.3214057,bb,2.03,15.924,>15.924,99.990,-0.227,0.328,V
2458000.82613,2017-09-04.3226844,bb,2.04,15.616,>15.616,99.990,-0.380,0.435,V
2458001.86639,2017-09-05.3630252,bb,1.77,15.641,>15.641,99.990,-0.488,0.425,V
2458001.86766,2017-09-05.3643026,bb,1.64,15.724,>15.724,99.990,-1.060,0.394,V
2458001.86893,2017-09-05.3655686,bb,1.79,15.667,>15.667,99.990,-0.772,0.415,V
2458004.78721,2017-09-08.2840768,bb,1.65,16.234,>16.234,99.990,-0.068,0.246,V
2458004.78849,2017-09-08.2853505,bb,1.75,16.152,>16.152,99.990,0.079,0.266,V
2458004.78976,2017-09-08.2866236,bb,1.75,16.119,>16.119,99.990,-0.664,0.274,V
2458009.83088,2017-09-13.3281629,bb,1.98,16.497,>16.497,99.990,-0.079,0.193,V
2458009.83215,2017-09-13.3294309,bb,1.77,16.852,>16.852,99.990,-0.036,0.139,V
2458009.83342,2017-09-13.3307057,bb,1.69,16.744,>16.744,99.990,-0.357,0.154,V
2458012.83126,2017-09-16.3287925,bb,1.74,16.529,>16.529,99.990,-0.179,0.188,V
2458012.83252,2017-09-16.3300577,bb,1.99,16.605,>16.605,99.990,-0.180,0.175,V
2458012.83379,2017-09-16.3313253,bb,1.81,16.597,>16.597,99.990,-0.102,0.176,V
2458015.82965,2017-09-19.3274454,bb,2.20,16.573,>16.573,99.990,-0.649,0.180,V
2458015.83091,2017-09-19.3287092,bb,2.07,16.476,>16.476,99.990,-0.164,0.197,V
2458015.83218,2017-09-19.3299825,bb,2.03,16.306,>16.306,99.990,-0.352,0.230,V
2458018.81519,2017-09-22.3132648,bb,1.69,16.581,>16.581,99.990,-0.359,0.179,V
2458018.81647,2017-09-22.3145307,bb,1.65,16.616,>16.616,99.990,-0.033,0.173,V
2458018.81773,2017-09-22.3157962,bb,1.71,16.493,>16.493,99.990,-0.269,0.194,V
2458020.77559,2017-09-24.2738385,bb,1.65,16.458,>16.458,99.990,0.275,0.200,V
2458020.77686,2017-09-24.2751050,bb,1.70,16.489,>16.489,99.990,-0.187,0.195,V
2458020.77812,2017-09-24.2763701,bb,1.68,16.472,>16.472,99.990,0.122,0.198,V
2458022.78516,2017-09-26.2835873,bb,1.70,16.368,>16.368,99.990,-0.239,0.218,V
2458022.78644,2017-09-26.2848668,bb,1.71,16.433,>16.433,99.990,-0.168,0.205,V
2458022.78771,2017-09-26.2861379,bb,1.71,16.443,>16.443,99.990,-0.283,0.203,V
2458028.73824,2017-10-02.2372228,bb,1.69,15.858,>15.858,99.990,-0.048,0.348,V
2458028.73952,2017-10-02.2385,bb,1.74,15.949,>15.949,99.990,-0.989,0.320,V
2458028.74079,2017-10-02.2397777,bb,1.89,15.755,>15.755,99.990,-0.434,0.383,V
2458033.76944,2017-10-07.2689050,bb,1.73,15.882,>15.882,99.990,-0.467,0.341,V
2458033.77075,2017-10-07.2702077,bb,1.70,15.960,>15.960,99.990,-0.225,0.317,V
2458033.77201,2017-10-07.2714710,bb,1.67,15.843,>15.843,99.990,-0.338,0.353,V
2458035.54342,2017-10-09.0430567,bf,1.37,16.493,>16.493,99.990,-0.420,0.194,V
2458035.54468,2017-10-09.0443226,bf,1.50,16.566,>16.566,99.990,-0.693,0.181,V
2458035.54595,2017-10-09.0455868,bf,1.44,16.440,>16.440,99.990,-0.555,0.204,V
2458044.74423,2017-10-18.2447446,bb,2.18,16.441,>16.441,99.990,-0.128,0.203,V
2458044.74550,2017-10-18.2460158,bb,2.22,16.463,>16.463,99.990,-0.279,0.199,V
2458044.74677,2017-10-18.2472915,bb,2.20,16.485,>16.485,99.990,-0.268,0.195,V
2458045.71561,2017-10-19.2162215,bb,2.18,16.290,>16.290,99.990,-0.439,0.234,V
2458045.71689,2017-10-19.2174945,bb,2.04,16.392,>16.392,99.990,-0.635,0.213,V
2458045.71815,2017-10-19.2187630,bb,1.83,16.337,>16.337,99.990,-0.537,0.224,V
2458046.73982,2017-10-20.2405317,bb,2.26,16.321,>16.321,99.990,-0.209,0.227,V
2458046.74110,2017-10-20.2418082,bb,2.22,16.347,>16.347,99.990,-0.174,0.222,V
2458046.74237,2017-10-20.2430767,bb,2.16,16.368,>16.368,99.990,-0.347,0.218,V
2458048.70523,2017-10-22.2061291,bb,1.61,16.572,>16.572,99.990,-0.198,0.180,V
2458048.70651,2017-10-22.2074003,bb,1.66,16.431,>16.431,99.990,-0.279,0.205,V
2458048.70778,2017-10-22.2086783,bb,1.71,16.380,>16.380,99.990,0.039,0.215,V
2458049.49546,2017-10-22.9964245,bf,1.55,15.856,>15.856,99.990,0.283,0.349,V
2458049.49672,2017-10-22.9976982,bf,1.51,15.718,>15.718,99.990,-0.314,0.396,V
2458049.49798,2017-10-22.9989614,bf,1.50,15.806,>15.806,99.990,0.044,0.365,V
2458050.49593,2017-10-23.9969881,bf,1.44,16.085,>16.085,99.990,-0.619,0.283,V
2458050.49719,2017-10-23.9982600,bf,1.54,16.235,>16.235,99.990,-0.140,0.246,V
2458050.49847,2017-10-23.9995342,bf,1.40,16.350,>16.350,99.990,-0.280,0.221,V
2458180.14337,2018-03-02.6467678,bb,2.03,15.424,>15.424,99.990,-0.258,0.519,V
2458180.14465,2018-03-02.6480445,bb,2.02,15.340,>15.340,99.990,-0.732,0.561,V
2458180.14593,2018-03-02.6493255,bb,2.04,15.440,>15.440,99.990,-0.721,0.512,V
2458183.90309,2018-03-06.4061912,bf,1.49,15.147,>15.147,99.990,-0.150,0.670,V
2458183.90437,2018-03-06.4074678,bf,1.44,15.347,>15.347,99.990,-1.378,0.557,V
2458185.89048,2018-03-08.3934137,bf,2.38,15.330,>15.330,99.990,-1.287,0.566,V
2458185.89174,2018-03-08.3946745,bf,2.31,99.990,99.990,99.990,99.990,99.990,V
2458185.89302,2018-03-08.3959515,bf,2.26,15.359,>15.359,99.990,-0.365,0.551,V
2458186.88966,2018-03-09.3925131,bf,1.57,15.994,>15.994,99.990,0.623,0.307,V
2458186.89093,2018-03-09.3937826,bf,1.49,15.913,>15.913,99.990,-0.784,0.331,V
2458186.89221,2018-03-09.3950570,bf,1.49,15.900,>15.900,99.990,-0.209,0.335,V
2458192.89445,2018-03-15.3967998,bf,1.42,16.263,>16.263,99.990,-0.046,0.240,V
2458192.89573,2018-03-15.3980765,bf,1.50,16.220,>16.220,99.990,-0.520,0.249,V
2458192.89700,2018-03-15.3993471,bf,1.49,16.306,>16.306,99.990,0.366,0.231,V
2458195.12745,2018-03-17.6296038,bb,2.10,16.437,>16.437,99.990,-0.205,0.204,V
2458195.12876,2018-03-17.6309068,bb,2.09,16.309,>16.309,99.990,-0.149,0.230,V
2458198.91065,2018-03-21.4124581,bf,1.44,15.811,>15.811,99.990,-0.011,0.364,V
2458198.91192,2018-03-21.4137290,bf,1.41,15.689,>15.689,99.990,-0.761,0.407,V
2458199.88901,2018-03-22.3907270,bf,1.49,16.377,>16.377,99.990,0.339,0.216,V
2458199.89028,2018-03-22.3919973,bf,1.45,16.349,>16.349,99.990,-0.410,0.221,V
2458199.89155,2018-03-22.3932690,bf,1.43,16.167,>16.167,99.990,-0.231,0.262,V
2458200.88824,2018-03-23.3898728,bf,1.41,16.422,>16.422,99.990,-0.111,0.207,V
2458200.88952,2018-03-23.3911460,bf,1.49,16.474,>16.474,99.990,-0.611,0.197,V
2458200.89079,2018-03-23.3924190,bf,1.50,16.268,>16.268,99.990,-0.418,0.239,V
2458203.86755,2018-03-26.3689039,bf,1.39,16.317,>16.317,99.990,0.030,0.228,V
2458203.86881,2018-03-26.3701690,bf,1.43,16.286,>16.286,99.990,-0.394,0.235,V
2458203.87008,2018-03-26.3714450,bf,1.36,16.493,>16.493,99.990,-0.085,0.194,V
2458207.89084,2018-03-30.3918260,bf,1.47,15.968,>15.968,99.990,-0.799,0.315,V
2458207.89211,2018-03-30.3930975,bf,1.40,16.013,>16.013,99.990,-0.445,0.302,V
2458207.89338,2018-03-30.3943621,bf,1.44,16.086,>16.086,99.990,-1.068,0.282,V
2458208.86404,2018-03-31.3649327,bf,1.41,15.586,>15.586,99.990,-1.637,0.447,V
2458208.86533,2018-03-31.3662146,bf,1.41,15.611,>15.611,99.990,0.598,0.437,V
2458208.86660,2018-03-31.3674877,bf,1.41,15.466,>15.466,99.990,-0.864,0.499,V
2458209.84759,2018-04-01.3483865,bf,1.43,15.392,>15.392,99.990,-1.239,0.535,V
2458209.84887,2018-04-01.3496681,bf,1.43,15.558,>15.558,99.990,-0.230,0.459,V
2458209.85016,2018-04-01.3509545,bf,1.44,15.472,>15.472,99.990,-0.904,0.497,V
2458211.85773,2018-04-03.3583347,bf,1.45,15.622,>15.622,99.990,-0.705,0.433,V
2458211.85901,2018-04-03.3596083,bf,1.53,15.823,>15.823,99.990,-1.178,0.360,V
2458211.86027,2018-04-03.3608721,bf,1.48,15.714,>15.714,99.990,-0.745,0.397,V
2458213.84106,2018-04-05.3414782,bf,1.39,15.881,>15.881,99.990,-0.189,0.341,V
2458213.84233,2018-04-05.3427476,bf,1.45,15.745,>15.745,99.990,-0.595,0.386,V
2458213.84360,2018-04-05.3440137,bf,1.52,15.747,>15.747,99.990,0.013,0.386,V
2458214.88183,2018-04-06.3821459,bf,1.45,15.628,>15.628,99.990,-0.327,0.430,V
2458214.88310,2018-04-06.3834091,bf,1.49,15.841,>15.841,99.990,0.258,0.354,V
2458214.88436,2018-04-06.3846739,bf,1.46,15.713,>15.713,99.990,0.401,0.398,V
2458220.83600,2018-04-12.3357446,bf,1.41,16.278,>16.278,99.990,-0.111,0.237,V
2458220.83729,2018-04-12.3370324,bf,1.41,16.513,>16.513,99.990,-0.156,0.190,V
2458220.83857,2018-04-12.3383090,bf,1.40,16.412,>16.412,99.990,-0.249,0.209,V
2458222.88409,2018-04-14.3836399,bf,1.44,16.320,>16.320,99.990,0.502,0.227,V
2458223.95522,2018-04-15.4546687,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2458223.95645,2018-04-15.4558961,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458223.95767,2018-04-15.4571121,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458224.94842,2018-04-16.4477689,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458224.94963,2018-04-16.4489853,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458224.95084,2018-04-16.4501969,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458226.05409,2018-04-17.5533456,bb,1.64,15.488,>15.488,99.990,-0.983,0.489,V
2458226.05537,2018-04-17.5546178,bb,1.64,15.519,>15.519,99.990,-0.593,0.476,V
2458226.05664,2018-04-17.5558938,bb,1.73,15.509,>15.509,99.990,-1.359,0.480,V
2458228.92359,2018-04-20.4225740,bf,1.55,16.123,>16.123,99.990,-0.318,0.273,V
2458228.92486,2018-04-20.4238421,bf,1.59,16.023,>16.023,99.990,-0.056,0.299,V
2458228.92614,2018-04-20.4251196,bf,1.53,15.938,>15.938,99.990,0.072,0.323,V
2458229.89791,2018-04-21.3967986,br,1.56,99.990,99.990,99.990,99.990,99.990,g
2458229.89914,2018-04-21.3980246,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458229.90036,2018-04-21.3992432,br,1.47,16.884,>16.884,99.990,-0.257,0.128,g
2458230.87545,2018-04-22.3742484,bf,1.62,16.317,>16.317,99.990,-0.614,0.228,V
2458230.87672,2018-04-22.3755164,bf,1.61,16.330,>16.330,99.990,-0.606,0.225,V
2458230.87800,2018-04-22.3767923,bf,1.61,16.406,>16.406,99.990,0.188,0.210,V
2458232.84038,2018-04-24.3389936,bf,1.54,99.990,99.990,99.990,99.990,99.990,V
2458235.87928,2018-04-27.3776173,br,1.84,13.588,>13.588,99.990,-2.407,2.665,g
2458235.88051,2018-04-27.3788435,br,1.63,13.659,>13.659,99.990,-7.126,2.499,g
2458236.77731,2018-04-28.2755576,bf,1.45,15.624,>15.624,99.990,-0.787,0.432,V
2458236.77859,2018-04-28.2768379,bf,1.53,15.645,>15.645,99.990,-1.003,0.424,V
2458236.77988,2018-04-28.2781282,bf,1.47,15.554,>15.554,99.990,-0.816,0.461,V
2458236.92698,2018-04-28.4252192,bf,1.49,14.279,>14.279,99.990,1.319,1.490,V
2458236.92826,2018-04-28.4264922,bf,1.44,13.815,>13.815,99.990,2.113,2.287,V
