HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457879.96259,2017-05-06.4614681,bc,1.50,15.816,15.216,0.126,3.147,0.363,V
2457879.96386,2017-05-06.4627373,bc,1.44,15.748,15.500,0.175,2.420,0.386,V
2457879.96513,2017-05-06.4640046,bc,1.48,15.649,15.525,0.196,2.365,0.423,V
2457879.99292,2017-05-06.4917965,bd,1.55,15.657,15.595,0.208,2.217,0.419,V
2457879.99419,2017-05-06.4930626,bd,1.54,15.766,15.575,0.184,2.259,0.379,V
2457879.99545,2017-05-06.4943287,bd,1.55,15.601,>15.601,99.990,2.162,0.441,V
2457881.10734,2017-05-07.6061284,bd,1.47,15.936,15.490,0.146,2.444,0.325,V
2457881.10862,2017-05-07.6074004,bd,1.53,15.845,15.522,0.163,2.372,0.353,V
2457881.10989,2017-05-07.6086707,bd,1.49,15.962,15.503,0.144,2.413,0.317,V
2457882.95695,2017-05-09.4555951,bc,1.46,15.469,>15.469,99.990,1.459,0.498,V
2457882.95822,2017-05-09.4568651,bc,1.52,15.485,>15.485,99.990,1.714,0.491,V
2457882.97920,2017-05-09.4778440,bd,1.59,15.551,>15.551,99.990,1.903,0.462,V
2457882.98498,2017-05-09.4836196,bd,1.48,15.612,>15.612,99.990,1.846,0.437,V
2457883.95359,2017-05-10.4521581,bc,1.54,15.417,>15.417,99.990,1.391,0.523,V
2457883.95486,2017-05-10.4534277,bc,1.59,15.444,>15.444,99.990,2.389,0.510,V
2457883.95613,2017-05-10.4546905,bc,1.56,15.475,>15.475,99.990,1.435,0.495,V
2457885.04406,2017-05-11.5425424,bc,1.57,15.731,15.442,0.168,2.554,0.392,V
2457885.04532,2017-05-11.5438008,bc,1.56,15.705,15.455,0.175,2.523,0.401,V
2457885.04660,2017-05-11.5450793,bc,1.55,15.762,15.597,0.189,2.214,0.381,V
2457890.97160,2017-05-17.4696337,bc,1.60,15.839,15.634,0.182,2.140,0.355,V
2457890.97288,2017-05-17.4709125,bc,1.57,15.821,15.317,0.138,2.863,0.361,V
2457890.97414,2017-05-17.4721785,bc,1.62,15.690,>15.690,99.990,1.804,0.407,V
2457891.94160,2017-05-18.4395563,bc,1.72,15.988,15.469,0.136,2.492,0.310,V
2457891.94287,2017-05-18.4408298,bc,1.75,15.938,15.637,0.167,2.133,0.324,V
2457891.94414,2017-05-18.4420957,bc,1.70,15.828,15.593,0.177,2.222,0.358,V
2457892.12421,2017-05-18.6221599,bd,1.66,15.694,>15.694,99.990,1.956,0.405,V
2457892.99575,2017-05-19.4936327,bc,1.56,15.881,15.540,0.161,2.332,0.341,V
2457892.99701,2017-05-19.4948980,bc,1.49,15.952,15.444,0.138,2.548,0.320,V
2457892.99829,2017-05-19.4961717,bc,1.47,15.972,15.588,0.154,2.232,0.314,V
2457893.11228,2017-05-19.6101590,bd,1.63,16.045,15.474,0.130,2.479,0.294,V
2457893.11355,2017-05-19.6114281,bd,1.53,15.989,15.479,0.137,2.468,0.309,V
2457893.11482,2017-05-19.6126944,bd,1.74,15.864,15.620,0.175,2.168,0.346,V
2457895.01053,2017-05-21.5082638,bd,1.50,16.023,15.715,0.166,1.986,0.299,V
2457895.01180,2017-05-21.5095388,bd,1.44,15.915,15.491,0.149,2.441,0.331,V
2457895.01306,2017-05-21.5108017,bd,1.63,16.046,15.555,0.140,2.302,0.293,V
2457895.08313,2017-05-21.5808591,bc,1.53,15.966,15.585,0.155,2.238,0.316,V
2457895.08440,2017-05-21.5821355,bc,1.41,16.031,15.353,0.118,2.771,0.298,V
2457895.08575,2017-05-21.5834784,bc,1.51,16.161,15.039,0.078,3.702,0.265,V
2457896.07576,2017-05-22.5734247,bc,1.65,15.961,15.658,0.166,2.094,0.317,V
2457896.07703,2017-05-22.5746937,bc,1.65,15.884,15.494,0.153,2.433,0.340,V
2457896.07830,2017-05-22.5759586,bc,1.71,16.056,15.437,0.124,2.565,0.291,V
2457898.07667,2017-05-24.5741924,bc,1.40,16.144,15.303,0.101,2.902,0.269,V
2457898.07795,2017-05-24.5754689,bc,1.50,16.084,15.380,0.115,2.703,0.283,V
2457898.07922,2017-05-24.5767459,bc,1.45,16.030,15.346,0.117,2.787,0.298,V
2457899.01229,2017-05-25.5097458,bd,1.64,16.019,15.431,0.128,2.580,0.301,V
2457899.01355,2017-05-25.5110103,bd,1.59,15.925,15.584,0.161,2.240,0.328,V
2457899.01482,2017-05-25.5122762,bd,1.48,16.043,15.369,0.118,2.729,0.294,V
2457899.08477,2017-05-25.5822246,bc,1.49,16.223,15.463,0.109,2.504,0.249,V
2457899.08605,2017-05-25.5835006,bc,1.51,16.213,15.409,0.105,2.632,0.252,V
2457899.08732,2017-05-25.5847667,bc,1.50,15.962,15.512,0.145,2.395,0.317,V
2457902.93442,2017-05-29.4316105,bc,1.47,16.171,15.566,0.126,2.279,0.262,V
2457902.93570,2017-05-29.4328966,bc,1.46,16.179,15.326,0.100,2.842,0.260,V
2457902.93697,2017-05-29.4341636,bc,1.47,16.163,15.504,0.120,2.411,0.264,V
2457902.98392,2017-05-29.4811082,bd,1.45,14.974,>14.974,99.990,1.426,0.786,V
2457902.98519,2017-05-29.4823807,bd,1.45,15.178,>15.178,99.990,1.795,0.651,V
2457902.98646,2017-05-29.4836478,bd,1.39,15.505,>15.505,99.990,1.786,0.482,V
2457903.90481,2017-05-30.4019405,bc,1.50,15.947,15.589,0.158,2.228,0.321,V
2457903.90607,2017-05-30.4032015,bc,1.48,15.851,15.532,0.164,2.352,0.351,V
2457903.90734,2017-05-30.4044673,bc,1.45,16.115,15.466,0.121,2.496,0.276,V
2457904.94139,2017-05-31.4384502,bd,1.49,16.038,15.695,0.160,2.022,0.295,V
2457904.94266,2017-05-31.4397195,bd,1.51,15.929,15.447,0.141,2.540,0.327,V
2457904.94392,2017-05-31.4409818,bd,1.52,16.035,15.442,0.127,2.555,0.296,V
2457906.02661,2017-06-01.5235998,bc,1.38,16.237,15.359,0.098,2.756,0.247,V
2457906.02788,2017-06-01.5248745,bc,1.48,16.349,15.502,0.102,2.417,0.223,V
2457906.02915,2017-06-01.5261453,bc,1.45,15.997,15.543,0.145,2.328,0.307,V
2457907.97419,2017-06-03.4710633,bd,1.71,15.900,15.568,0.162,2.274,0.335,V
2457907.97547,2017-06-03.4723372,bd,1.53,15.916,15.503,0.150,2.415,0.330,V
2457907.97674,2017-06-03.4736109,bd,1.54,15.847,15.584,0.172,2.240,0.352,V
2457908.88390,2017-06-04.3807142,bc,1.52,15.393,>15.393,99.990,2.376,0.535,V
2457908.88516,2017-06-04.3819793,bc,1.60,15.554,15.392,0.189,2.674,0.461,V
2457909.10342,2017-06-04.6002228,bd,1.58,15.899,15.417,0.141,2.613,0.336,V
2457909.10469,2017-06-04.6014907,bd,1.66,15.958,15.346,0.125,2.788,0.318,V
2457909.10596,2017-06-04.6027658,bd,1.65,15.752,15.730,0.215,1.958,0.384,V
2457909.99430,2017-06-05.4910471,bc,1.55,15.952,15.499,0.145,2.423,0.320,V
2457909.99556,2017-06-05.4923128,bc,1.57,15.887,15.716,0.188,1.984,0.339,V
2457909.99683,2017-06-05.4935813,bc,1.51,15.944,15.426,0.136,2.592,0.322,V
2457910.90364,2017-06-06.4003346,bd,1.48,15.626,>15.626,99.990,1.658,0.431,V
2457910.90490,2017-06-06.4016009,bd,1.59,15.453,>15.453,99.990,1.710,0.506,V
2457910.90617,2017-06-06.4028671,bd,1.56,15.601,15.406,0.184,2.638,0.441,V
2457914.97272,2017-06-10.4691806,bc,1.46,15.545,>15.545,99.990,1.888,0.465,V
2457914.97399,2017-06-10.4704510,bc,1.54,15.658,>15.658,99.990,1.860,0.419,V
2457914.97525,2017-06-10.4717133,bc,1.53,15.576,>15.576,99.990,1.386,0.452,V
2457914.97654,2017-06-10.4729998,bd,1.48,15.566,15.283,0.169,2.957,0.456,V
2457914.97780,2017-06-10.4742694,bd,1.58,15.444,>15.444,99.990,1.801,0.510,V
2457914.97908,2017-06-10.4755438,bd,1.57,15.702,15.400,0.167,2.654,0.403,V
2457925.09809,2017-06-20.5940481,bd,2.00,15.886,15.478,0.151,2.469,0.340,V
2457925.09936,2017-06-20.5953226,bd,1.75,16.090,15.430,0.120,2.582,0.282,V
2457925.10063,2017-06-20.5965900,bd,1.97,15.795,15.676,0.197,2.058,0.369,V
2457926.08228,2017-06-21.5782009,bc,1.58,16.083,15.492,0.128,2.439,0.284,V
2457926.08354,2017-06-21.5794633,bc,1.48,16.148,15.571,0.129,2.268,0.267,V
2457926.08481,2017-06-21.5807292,bc,1.54,15.882,15.587,0.168,2.233,0.341,V
2457928.96918,2017-06-24.4649928,bc,1.44,16.100,15.581,0.136,2.245,0.279,V
2457928.97046,2017-06-24.4662681,bc,1.41,16.151,15.383,0.108,2.697,0.267,V
2457928.97173,2017-06-24.4675430,bc,1.41,16.214,15.454,0.109,2.525,0.252,V
2457929.04081,2017-06-24.5366032,bd,1.44,15.961,15.506,0.145,2.407,0.317,V
2457929.04207,2017-06-24.5378699,bd,1.56,15.868,15.608,0.173,2.192,0.345,V
2457929.04334,2017-06-24.5391354,bd,1.48,15.956,15.306,0.121,2.893,0.319,V
2457931.93480,2017-06-27.4304847,bc,1.74,15.991,15.482,0.137,2.462,0.309,V
2457931.93606,2017-06-27.4317518,bc,1.73,15.939,15.613,0.163,2.182,0.324,V
2457931.93733,2017-06-27.4330170,bc,1.70,16.310,15.419,0.097,2.607,0.231,V
2457931.96192,2017-06-27.4576045,bd,1.65,16.041,15.355,0.117,2.769,0.295,V
2457931.96317,2017-06-27.4588646,bd,1.59,15.881,15.473,0.151,2.482,0.341,V
2457931.96457,2017-06-27.4602696,bd,1.54,15.872,15.569,0.166,2.271,0.344,V
2457936.88290,2017-07-02.3784217,bd,1.62,15.813,15.424,0.154,2.598,0.363,V
2457936.88417,2017-07-02.3797010,bd,2.09,15.643,>15.643,99.990,1.720,0.424,V
2457936.88550,2017-07-02.3810253,bd,1.68,15.783,15.772,0.218,1.884,0.373,V
2457939.81628,2017-07-05.3117280,bc,1.69,15.595,>15.595,99.990,1.982,0.444,V
2457939.81756,2017-07-05.3129971,bc,1.66,15.559,>15.559,99.990,2.123,0.459,V
2457939.81885,2017-07-05.3142968,bc,1.67,15.661,15.579,0.204,2.249,0.418,V
2457939.95844,2017-07-05.4538777,bd,1.60,15.875,15.731,0.193,1.955,0.343,V
2457939.95973,2017-07-05.4551668,bd,1.54,15.821,15.484,0.161,2.457,0.360,V
2457939.96099,2017-07-05.4564350,bd,1.43,15.716,>15.716,99.990,1.961,0.397,V
2457942.02232,2017-07-07.5177105,bd,1.66,15.683,15.359,0.163,2.756,0.409,V
2457942.02358,2017-07-07.5189682,bd,1.65,15.630,15.388,0.176,2.682,0.430,V
2457942.02484,2017-07-07.5202298,bd,1.65,15.759,15.299,0.144,2.913,0.382,V
2457942.92013,2017-07-08.4154960,bc,1.61,15.603,>15.603,99.990,1.829,0.440,V
2457942.92139,2017-07-08.4167628,bc,1.60,15.576,>15.576,99.990,2.055,0.452,V
2457942.92266,2017-07-08.4180263,bc,1.56,15.503,15.364,0.193,2.744,0.483,V
2457946.99826,2017-07-12.4935567,bc,1.42,15.895,15.360,0.134,2.754,0.338,V
2457946.99953,2017-07-12.4948131,bc,1.49,15.780,15.636,0.192,2.135,0.375,V
2457947.00078,2017-07-12.4960758,bc,1.45,15.798,15.466,0.162,2.498,0.368,V
2457949.02165,2017-07-14.5169107,bd,1.45,15.755,15.749,0.218,1.926,0.383,V
2457949.02291,2017-07-14.5181702,bd,1.50,15.770,15.328,0.146,2.837,0.378,V
2457949.02417,2017-07-14.5194321,bd,1.59,15.796,15.307,0.140,2.891,0.369,V
2457950.02149,2017-07-15.5167390,bc,1.59,16.018,15.328,0.116,2.839,0.301,V
2457950.02276,2017-07-15.5180040,bc,1.55,15.971,15.613,0.158,2.181,0.314,V
2457950.02402,2017-07-15.5192651,bc,1.54,15.886,15.401,0.141,2.652,0.340,V
2457952.95841,2017-07-18.4536347,bd,1.73,16.028,15.623,0.151,2.162,0.298,V
2457952.95969,2017-07-18.4549019,bd,1.73,15.821,15.700,0.197,2.014,0.360,V
2457952.96094,2017-07-18.4561644,bd,1.70,15.859,15.818,0.212,1.806,0.348,V
2457953.88884,2017-07-19.3840402,bc,1.46,16.100,15.465,0.122,2.500,0.279,V
2457953.89011,2017-07-19.3853100,bc,1.43,16.127,15.629,0.139,2.149,0.272,V
2457958.97776,2017-07-24.4729459,bc,1.53,16.057,15.457,0.126,2.520,0.290,V
2457958.97902,2017-07-24.4742054,bc,1.52,16.280,15.337,0.092,2.813,0.237,V
2457958.98030,2017-07-24.4754824,bc,1.46,16.032,15.412,0.124,2.625,0.297,V
2457958.98550,2017-07-24.4806855,bd,1.47,15.865,15.526,0.161,2.363,0.346,V
2457958.98677,2017-07-24.4819643,bd,1.49,15.887,15.580,0.166,2.248,0.339,V
2457958.98805,2017-07-24.4832309,bd,1.48,16.076,15.473,0.126,2.480,0.285,V
2457960.97712,2017-07-26.4723033,bd,1.62,16.013,15.370,0.122,2.728,0.302,V
2457960.97838,2017-07-26.4735737,bd,1.47,16.063,15.474,0.128,2.479,0.289,V
2457960.97966,2017-07-26.4748432,bd,1.61,16.005,15.670,0.162,2.069,0.304,V
2457960.98482,2017-07-26.4799986,bc,1.46,16.077,15.389,0.117,2.680,0.285,V
2457960.98608,2017-07-26.4812664,bc,1.56,15.984,15.480,0.138,2.464,0.311,V
2457960.98735,2017-07-26.4825321,bc,1.43,16.064,15.404,0.120,2.644,0.289,V
2457964.93010,2017-07-30.4253010,bc,1.45,15.946,15.629,0.164,2.148,0.321,V
2457964.93135,2017-07-30.4265626,bc,1.38,16.164,15.431,0.112,2.579,0.263,V
2457964.93264,2017-07-30.4278408,bc,1.46,16.072,15.466,0.126,2.498,0.286,V
2457964.93394,2017-07-30.4291399,bd,1.43,16.107,15.510,0.127,2.398,0.277,V
2457964.93520,2017-07-30.4304033,bd,1.60,15.961,15.480,0.141,2.465,0.317,V
2457964.93647,2017-07-30.4316688,bd,1.51,15.844,15.423,0.149,2.598,0.353,V
2457968.86488,2017-08-03.3601298,bc,1.48,15.326,>15.326,99.990,2.255,0.569,V
2457969.78134,2017-08-04.2765994,bd,1.51,15.565,>15.565,99.990,1.882,0.456,V
2457969.78262,2017-08-04.2778739,bd,1.73,15.666,>15.666,99.990,1.782,0.416,V
2457969.78389,2017-08-04.2791409,bd,1.56,15.594,>15.594,99.990,1.694,0.444,V
2457970.79359,2017-08-05.2888618,bc,2.08,15.502,15.439,0.207,2.560,0.484,V
2457970.79485,2017-08-05.2901267,bc,2.12,15.571,>15.571,99.990,1.374,0.453,V
2457970.79611,2017-08-05.2913927,bc,2.03,15.424,>15.424,99.990,1.685,0.519,V
2457972.89264,2017-08-07.3879538,bd,1.59,15.218,>15.218,99.990,2.277,0.628,V
2457972.89392,2017-08-07.3892309,bd,1.56,15.402,>15.402,99.990,1.289,0.530,V
2457972.89518,2017-08-07.3904927,bd,1.55,15.437,>15.437,99.990,2.184,0.513,V
2457973.81546,2017-08-08.3107841,bd,1.59,15.673,15.557,0.198,2.298,0.413,V
2457973.81673,2017-08-08.3120487,bd,1.48,15.543,>15.543,99.990,2.008,0.466,V
2457973.81799,2017-08-08.3133157,bd,1.53,15.499,>15.499,99.990,1.713,0.485,V
2457973.91155,2017-08-08.4068802,bc,1.43,15.706,15.259,0.145,3.024,0.401,V
2457973.91282,2017-08-08.4081531,bc,1.47,15.574,>15.574,99.990,1.917,0.452,V
2457973.91411,2017-08-08.4094303,bc,1.50,15.666,>15.666,99.990,2.011,0.416,V
2457975.82679,2017-08-10.3221569,bc,1.54,15.697,>15.697,99.990,1.792,0.404,V
2457975.82811,2017-08-10.3234761,bc,1.47,15.824,15.551,0.171,2.310,0.360,V
2457975.82939,2017-08-10.3247538,bc,1.44,15.742,15.644,0.201,2.119,0.388,V
2457975.85011,2017-08-10.3454817,bd,1.58,15.841,15.645,0.184,2.116,0.354,V
2457975.85138,2017-08-10.3467521,bd,1.51,15.711,15.624,0.203,2.159,0.399,V
2457975.85265,2017-08-10.3480193,bd,1.56,15.763,15.680,0.203,2.052,0.380,V
2457976.95363,2017-08-11.4490278,bd,1.54,15.834,15.745,0.203,1.930,0.356,V
2457976.95491,2017-08-11.4502982,bd,1.59,15.650,15.475,0.187,2.477,0.422,V
2457976.95617,2017-08-11.4515620,bd,1.60,15.744,15.448,0.167,2.538,0.387,V
2457978.81634,2017-08-13.3117819,bc,1.43,16.171,15.360,0.104,2.754,0.262,V
2457978.81761,2017-08-13.3130550,bc,1.42,15.985,15.378,0.125,2.710,0.310,V
2457978.81888,2017-08-13.3143199,bc,1.46,16.257,15.317,0.093,2.865,0.242,V
2457978.83178,2017-08-13.3272122,bd,1.48,16.079,15.515,0.131,2.389,0.284,V
2457978.83305,2017-08-13.3284892,bd,1.54,15.834,15.543,0.168,2.326,0.356,V
2457978.83433,2017-08-13.3297672,bd,1.57,15.944,15.657,0.169,2.096,0.322,V
2457981.90314,2017-08-16.3986687,bc,1.45,16.218,15.410,0.104,2.632,0.251,V
2457981.90440,2017-08-16.3999341,bc,1.46,16.027,15.389,0.122,2.682,0.299,V
2457981.90570,2017-08-16.4012234,bc,1.39,16.007,15.488,0.136,2.447,0.304,V
2457981.90700,2017-08-16.4025206,bd,1.60,16.045,15.350,0.116,2.778,0.294,V
2457981.90826,2017-08-16.4037870,bd,1.51,16.009,15.484,0.135,2.459,0.303,V
2457981.90953,2017-08-16.4050501,bd,1.52,15.864,15.418,0.146,2.610,0.347,V
2457983.89042,2017-08-18.3860054,bd,1.55,16.064,15.597,0.143,2.214,0.288,V
2457983.89168,2017-08-18.3872677,bd,1.45,15.995,15.460,0.134,2.512,0.307,V
2457983.89296,2017-08-18.3885488,bd,1.48,16.086,15.565,0.136,2.281,0.283,V
2457983.92043,2017-08-18.4160115,bc,1.45,16.084,15.474,0.125,2.480,0.284,V
2457983.92170,2017-08-18.4172879,bc,1.42,16.097,15.506,0.128,2.407,0.280,V
2457983.92296,2017-08-18.4185502,bc,1.42,16.133,15.343,0.106,2.798,0.271,V
2457985.82634,2017-08-20.3220043,bc,1.50,16.148,15.653,0.139,2.102,0.267,V
2457985.82767,2017-08-20.3233206,bc,1.49,15.943,15.506,0.147,2.407,0.323,V
2457985.82894,2017-08-20.3246043,bc,1.49,16.039,15.486,0.132,2.454,0.295,V
2457988.89029,2017-08-23.3860597,bd,1.56,15.952,15.481,0.142,2.465,0.320,V
2457988.89157,2017-08-23.3873372,bd,1.51,16.066,15.430,0.122,2.581,0.288,V
2457988.89284,2017-08-23.3886010,bd,1.61,15.989,15.612,0.155,2.183,0.309,V
2457989.88107,2017-08-24.3768662,bc,1.35,16.172,15.409,0.109,2.633,0.262,V
2457989.88234,2017-08-24.3781452,bc,1.36,16.285,15.369,0.095,2.730,0.236,V
2457989.88362,2017-08-24.3794221,bc,1.41,16.119,15.569,0.132,2.272,0.274,V
2457991.90177,2017-08-26.3976663,bd,1.49,15.973,15.401,0.130,2.653,0.314,V
2457991.90305,2017-08-26.3989335,bd,1.47,15.983,15.617,0.157,2.172,0.311,V
2457991.90432,2017-08-26.4002105,bd,1.54,15.869,15.433,0.147,2.574,0.345,V
2457992.83498,2017-08-27.3309094,bc,1.52,16.071,15.431,0.122,2.577,0.287,V
